Distanza: 20000.0
X [mm]	Y [mm]	Z [mm]	A0 	 RSS 	 Time 	 A1 	 RSS 	 Time 	 A2 	 RSS 	 Time 	 A3 	 RSS 	 Time 	 
-753	21198	-3640	21453	-98	883221	18007	-94	883234	20413	-97	883248	19686	-95	883261	
-335	20949	-5025	21481	-98	883289	18091	-91	883302	20427	-98	883316	19765	-92	883329	
Err	Err	Err	21585	-93	883356	18091	-88	883369	20427	-98	883316	19681	-94	883391	
-874	21621	-240	21580	-95	883418	18053	-90	883431	20525	-98	883445	19695	-95	883458	
Err	Err	Err	21571	-95	883484	18119	-88	883498	20525	-98	883445	19761	-93	883519	
-2866	21290	2523	21566	-94	883547	18110	-88	883560	20675	-98	883574	19695	-94	883587	
-904	21540	1871	21566	-94	883611	18082	-89	883624	20525	-97	883638	19653	-96	883651	
-18004	6744	-2799	21566	-94	883611	18082	-88	883691	20544	-96	883704	19648	-96	883718	
Err	Err	Err	21589	-95	883747	18082	-88	883691	20539	-98	883767	19639	-96	883781	
Err	Err	Err	21594	-94	883807	18100	-89	883820	20539	-98	883767	19690	-95	883848	
-675	21503	-2317	21571	-94	883875	18077	-88	883888	20511	-99	883904	19747	-95	883917	
Err	Err	Err	21575	-94	883943	18072	-88	883957	20511	-99	883904	19714	-95	883978	
2153	21493	-1682	21617	-94	884006	18082	-88	884019	20338	-99	884033	19695	-94	884047	
Err	Err	Err	21617	-94	884006	18039	-90	884080	20338	-99	884033	19704	-94	884108	
135	21251	-3860	21566	-96	884131	18049	-90	884144	20441	-97	884158	19751	-93	884171	
559	21066	-4622	21561	-97	884198	18025	-93	884212	20399	-99	884225	19747	-95	884239	
-1922	20307	-6525	21439	-98	884266	17936	-97	884279	20478	-96	884293	19751	-94	884306	
-162	21546	-1593	21585	-97	884333	17974	-95	884346	20455	-97	884360	19676	-97	884373	
-952	20917	-5134	21524	-99	884398	18067	-93	884412	20497	-96	884426	19794	-95	884439	
-620	20607	-6242	21538	-96	884467	18063	-92	884482	20483	-97	884496	19822	-95	884509	
472	19837	-8157	21571	-96	884535	17992	-94	884549	20403	-96	884562	19840	-95	884576	
761	20513	-6405	21627	-97	884602	17889	-97	884616	20389	-97	884629	19765	-95	884643	
886	19925	-7860	21613	-95	884669	17866	-96	884682	20361	-97	884696	19789	0	884709	
1160	20327	-6876	21603	-94	884737	17931	-95	884752	20352	-98	884765	19775	-94	884779	
-332	20684	-5899	21580	-95	884804	17931	-95	884818	20455	-97	884832	19770	-94	884845	
391	20137	-7442	21561	-96	884870	17946	-95	884883	20389	-97	884897	19794	-94	884910	
492	20692	-5861	21556	-97	884935	17955	-96	884948	20380	-97	884962	19747	-97	884975	
427	21314	-3402	21575	-95	885001	17988	-95	885015	20408	-97	885028	19709	-96	885042	
Err	Err	Err	21622	-95	885068	18021	-94	885081	20408	-97	885028	19714	-97	885103	
