Distanza: 10000.0
X [mm]	Y [mm]	Z [mm]	A0 	 RSS 	 Time 	 A1 	 RSS 	 Time 	 A2 	 RSS 	 Time 	 A3 	 RSS 	 Time 	 
-432	11122	3680	11657	-90	798087	8412	-85	798100	10719	-89	798114	9725	-83	798127	
-1909	9688	5952	11568	-92	798155	8632	-85	798168	10939	-88	798182	9725	-83	798195	
-1429	11405	1951	11577	-90	798216	8224	-86	798230	10747	-90	798243	9721	-84	798257	
228	11460	2362	11638	-88	798284	8224	-86	798298	10565	-91	798311	9660	-83	798325	
341	11579	1530	11577	-88	798349	8206	-86	798362	10499	-90	798376	9655	-86	798389	
1349	11520	2313	11662	-88	798415	8506	-86	798429	10508	-91	798442	9767	-84	798456	
-3000	10974	2044	11610	-90	798481	8079	-87	798495	10991	-90	798509	9744	-84	798522	
-1445	11458	-650	11540	-90	798548	7985	-88	798561	10673	-91	798575	9721	-85	798588	
-1250	11395	2088	11638	-88	798614	8121	-84	798628	10752	-88	798641	9692	-84	798655	
Err	Err	Err	11676	-87	798680	8177	-87	798694	10752	-88	798641	9763	-85	798714	
-1677	11431	1041	11610	-92	798741	7994	-87	798754	10766	-87	798768	9692	-85	798781	
-1611	11345	1852	11619	-90	798806	8041	-86	798820	10775	-88	798833	9674	-85	798847	
951	11581	1409	11643	-86	798872	8168	-85	798885	10452	-94	798899	9650	-86	798912	
-1864	11382	-308	11502	-92	798938	7994	-86	798951	10705	-90	798965	9706	-85	798978	
-640	11259	2906	11690	-88	799005	8084	-85	799018	10700	-90	799031	9631	-85	799045	
-774	11175	3023	11587	-88	799071	8149	-86	799085	10654	-93	799098	9608	-84	799112	
-303	11235	3098	11704	-86	799137	8116	-87	799151	10668	-91	799164	9627	-85	799178	
-124	11486	2177	11737	-87	799203	8051	-88	799217	10649	-91	799230	9655	-85	799244	
-870	11608	619	11695	-88	799268	7957	-86	799282	10705	-90	799295	9706	-87	799309	
-601	11677	30	11741	-89	799334	7957	-86	799348	10700	-92	799361	9749	-84	799375	
-479	10859	-3624	11516	-93	799399	7976	-85	799413	10523	-94	799426	9819	-84	799440	
-1294	11609	-5	11741	-92	799465	7948	-84	799479	10803	-92	799493	9781	-85	799506	
-1223	11552	-887	11793	-89	799532	7826	-85	799546	10813	-90	799559	9805	-85	799573	
-933	11604	-924	11802	-88	799599	7858	-87	799613	10780	-89	799626	9810	-85	799640	
-572	11591	-1416	11835	-86	799667	7868	-87	799680	10752	-91	799694	9842	-83	799707	
-461	11440	-2056	11760	-86	799733	7844	-86	799746	10673	-91	799760	9819	-83	799773	
-325	11534	-1633	11737	-86	799800	7919	-86	799813	10649	-92	799827	9805	-84	799840	
-56	11648	-425	11746	-88	799867	7868	-87	799880	10602	-94	799894	9711	-83	799907	
238	11663	-1	11765	-91	799934	7844	-87	799948	10565	-93	799961	9674	-84	799975	
508	11628	-751	11788	-90	800000	7849	-88	800014	10541	-93	800027	9716	-84	800041	
-1233	11475	-629	11662	-91	800069	7769	-88	800082	10700	-92	800096	9692	-84	800109	
-2686	11193	449	11615	-90	800136	7849	-88	800150	10907	-93	800163	9716	-84	800177	
-2203	11305	-826	11652	-89	800215	7816	-87	800228	10855	-92	800242	9767	-84	800255	
-2031	11361	60	11619	-91	800281	7844	-90	800295	10803	-92	800308	9702	-83	800322	
-2524	11196	197	11577	-92	800348	7788	-89	800362	10841	-92	800375	9674	-84	800389	
-2550	11080	1781	11568	-92	800415	7938	-88	800429	10864	-93	800442	9650	-84	800456	
-2982	10970	1519	11512	-92	800482	7962	-87	800496	10888	-93	800509	9664	-85	800523	
-2775	10913	2271	11563	-92	800550	7976	-86	800563	10907	-92	800578	9650	-85	800591	
742	11354	-1928	11512	-92	800618	7999	-85	800631	10340	-93	800645	9674	-85	800658	
349	11610	-924	11624	-92	800683	8037	-85	800696	10490	-95	800710	9721	-84	800723	
-737	11392	-1646	11474	-94	800750	8013	-86	800763	10527	-94	800777	9711	-84	800791	
-1871	10888	-2759	11296	-94	800817	8093	-87	800831	10569	-93	800844	9749	-85	800858	
1555	11343	2739	11746	-93	800884	8323	-86	800898	10480	-93	800911	9683	-86	800925	
257	11527	-859	11695	-93	800950	7741	-87	800964	10485	-93	800977	9636	-88	800991	
-666	11371	-1588	11601	-94	801017	7741	-87	801030	10560	-93	801044	9669	-88	801057	
-256	11167	-2604	11577	-93	801083	7788	-86	801097	10490	-93	801110	9711	-86	801124	
432	11080	-2957	11624	-93	801151	7765	-85	801164	10410	-93	801178	9716	-86	801191	
-173	11355	-1755	11638	-91	801218	7713	-85	801232	10335	-94	801246	9739	-86	801259	
-952	11335	-1677	11624	-91	801287	7727	-86	801301	10621	-94	801314	9697	-86	801328	
-1247	11485	-698	11540	-91	801354	7990	-87	801368	10645	-93	801381	9716	-86	801395	
-1597	11471	-709	11680	-88	801421	7872	-86	801435	10789	-92	801448	9767	-84	801462	
-1346	11304	2382	11709	-89	801487	7999	-88	801500	10803	-93	801514	9664	-86	801527	
-2007	11405	519	11676	-89	801554	7872	-89	801568	10850	-92	801582	9721	-87	801595	
-1972	11389	-290	11577	-91	801621	7948	-87	801635	10775	-91	801648	9735	-86	801662	
-2123	11262	-1223	11615	-89	801689	7840	-88	801703	10817	-90	801716	9772	-84	801730	
-2154	11328	-695	11577	-91	801758	7943	-89	801771	10803	-91	801785	9763	-84	801798	
-2477	11280	-312	11648	-87	801825	7868	-86	801838	10902	-92	801852	9772	-84	801865	
-203	11438	-1768	11732	-86	801893	7774	-86	801907	10448	0	801920	9810	-84	801934	
165	11422	-1823	11746	-86	801965	7769	-87	801978	10372	-93	801992	9781	-83	802005	
954	10933	-3457	11755	-85	802034	7769	-87	802047	10419	-93	802061	9800	-84	802074	
1147	11164	-2766	11779	-86	802102	7751	-87	802115	10401	-93	802129	9753	-84	802142	
-365	11492	-1649	11751	-86	802168	7797	-86	802182	10640	-92	802195	9767	-84	802209	
-5248	9480	-1315	11751	-86	802168	7797	-86	802250	10738	-91	802263	9753	-84	802277	
-828	11536	-1137	11704	-87	802309	7877	-86	802322	10691	-90	802336	9767	-85	802349	
Err	Err	Err	11657	-88	802375	7877	-86	802322	10710	-90	802395	9711	-85	802409	
-1598	11462	70	11619	-89	802436	7887	-86	802449	10742	-89	802463	9697	-85	802477	
-2377	11234	456	11521	-91	802504	7896	-85	802517	10785	-88	802531	9664	-87	802544	
-7388	7090	-999	11521	-91	802504	7938	-85	802581	10799	-90	802595	9645	-88	802608	
-2402	11168	-390	11427	-91	802639	7887	-85	802653	10710	-92	802666	9650	-87	802680	
-1611	11290	1376	11479	-91	802707	7919	-85	802721	10640	-93	802734	9566	-91	802747	
-2910	10716	2787	11544	-89	802773	7971	-88	802786	10921	-94	802800	9617	-87	802813	
-1690	10728	3637	11526	-90	802839	8023	-86	802853	10728	-92	802866	9524	-85	802880	
-51	11075	3235	11596	-90	802908	8004	-85	802921	10523	-92	802935	9495	-84	802948	
-501	11475	1545	11601	-88	802976	7957	-84	802989	10579	-91	803003	9589	-87	803016	
-345	11538	754	11544	-91	803042	7943	-85	803056	10508	-92	803069	9584	-86	803083	
-649	11539	138	11516	-91	803108	7952	-85	803122	10532	-93	803136	9617	-86	803149	
-647	11521	-348	11488	-91	803177	7966	-85	803190	10513	-92	803204	9631	-87	803217	
-110	11586	-175	11530	-92	803246	7999	-86	803260	10476	-92	803273	9636	-87	803287	
-291	11481	-1100	11488	-92	803314	7962	-86	803327	10462	-93	803341	9650	-86	803355	
-513	11432	-1443	11521	-91	803382	7929	-86	803396	10513	-93	803409	9683	-86	803423	
-249	11559	-653	11573	-91	803450	7929	-87	803463	10513	-93	803477	9660	-86	803491	
-465	11467	-1258	11540	-91	803518	7919	-86	803532	10518	-92	803545	9678	-86	803559	
-54	11498	-1105	11559	-90	803587	7915	-87	803601	10471	-92	803614	9660	-86	803628	
Err	Err	Err	11483	-89	803654	7901	-87	803667	10471	-92	803614	9645	-86	803689	
-794	11294	-1768	11418	-92	803717	7933	-86	803731	10476	-90	803745	9655	-87	803758	
-802	11462	-563	11432	-93	803786	7957	-86	803800	10490	-92	803814	9613	-87	803827	
-550	11356	-1701	11451	-93	803855	7957	-85	803868	10471	-92	803882	9669	-86	803895	
-968	11468	-6	11427	-90	803924	7976	-86	803938	10513	-91	803951	9599	-86	803965	
-320	11218	2710	11582	-89	803992	7980	-85	804006	10546	-91	804019	9519	-83	804033	
-418	11239	2691	11615	-89	804059	7971	-86	804072	10584	-89	804086	9538	-84	804100	
-935	11414	1699	11596	-89	804128	7957	-86	804142	10640	-90	804155	9599	-86	804169	
-1175	11500	-169	11530	-91	804194	7962	-86	804208	10621	-88	804221	9669	-86	804235	
-1197	11499	631	11530	-89	804262	8018	-86	804276	10635	-89	804289	9655	-85	804303	
-7204	7289	-1165	11530	-89	804262	7999	-86	804345	10635	-89	804358	9660	-86	804372	
-1610	11448	84	11549	-89	804402	7962	-87	804415	10700	-90	804430	9688	-87	804444	
-1623	11444	190	11554	-88	804465	7933	-86	804480	10701	-92	804493	9674	-88	804507	
-1914	11375	658	11563	-88	804527	7952	-86	804541	10756	-91	804554	9678	-87	804568	
-1655	11340	1413	11554	-88	804596	7962	-86	804610	10714	-91	804623	9627	-88	804637	
-522	11530	144	11493	-90	804662	7943	-87	804676	10494	-91	804689	9594	-87	804703	
452	11532	-96	11493	-90	804730	7943	-87	804744	10354	-92	804757	9561	-87	804771	
966	11502	-550	11507	-90	804797	7971	-86	804810	10297	-93	804824	9580	-86	804837	
1076	11456	-1138	11521	-90	804864	7994	-85	804877	10297	-93	804891	9622	-86	804904	
1191	11274	-2014	11507	-90	804932	7966	-86	804945	10260	-93	804959	9641	-86	804973	
1469	11026	-2732	11507	-90	804999	7915	-86	805013	10199	-91	805026	9645	-86	805040	
318	11014	-3019	11469	-90	805067	7877	-86	805080	10340	-91	805094	9678	-85	805108	
Err	Err	Err	11474	-91	805135	7868	-86	805148	10817	-91	805162	9678	-85	805108	
-324	11083	-2750	11451	-90	805197	7877	-86	805210	10424	-91	805224	9683	-86	805237	
-1179	11015	-2688	11451	-91	805265	7835	-87	805278	10546	-91	805292	9706	-85	805305	
-1591	11007	-2447	11427	-91	805331	7830	-87	805345	10588	-91	805358	9697	-85	805372	
