Distanza: 10000.0
X [mm]	Y [mm]	Z [mm]	A0 	 RSS 	 Time 	 A1 	 RSS 	 Time 	 A2 	 RSS 	 Time 	 A3 	 RSS 	 Time 	 
361	6725	-673	6846	-88	740955	3019	-85	740969	5712	-84	740982	4883	-83	740996	
572	6927	8	7198	-87	741022	3127	-88	741035	5717	-85	741049	4972	-85	741063	
325	6834	-107	6987	-89	741091	3048	-85	741105	5712	-84	741118	4888	-86	741132	
-478	6347	-1502	6537	-90	741159	3062	-87	741173	5698	-84	741186	4944	-85	741200	
-355	6486	-1274	6645	-90	741231	3015	-87	741244	5703	-84	741258	5000	-85	741271	
-594	6191	-1906	6457	-88	741299	3080	-87	741312	5717	-84	741326	5145	-84	741339	
-682	6127	-2120	6415	-88	741370	3071	-85	741384	5745	-85	741397	5431	-82	741411	
Err	Err	Err	7071	-87	741439	3071	-85	741384	5759	-85	741461	5478	-82	741475	
430	6915	-1005	7160	-87	741503	3104	-83	741516	5731	-85	741530	5496	-82	741543	
-248	6480	-1776	6720	-87	741565	3123	-84	741579	5726	-84	741592	5413	-83	741606	
-169	6617	-1527	6827	-89	741635	3071	-84	741649	5726	-85	741663	5455	-83	741676	
-785	6080	-2052	6359	-89	741703	3066	-85	741717	5745	-85	741730	5305	-84	741744	
-326	6597	-1468	6757	-88	741771	3090	-84	741784	5740	-85	741798	5427	-83	741811	
-266	6539	-1706	6757	-91	741838	3099	-85	741852	5740	-85	741866	5488	-84	741879	
272	6844	-1020	7015	-90	741909	3109	-84	741922	5750	-85	741936	5337	-83	741949	
153	6805	-1125	7062	-88	741978	3160	-82	741991	5754	-85	742005	5216	-83	742018	
603	6916	-878	7170	-88	742047	3170	-82	742061	5750	-85	742074	5300	-83	742088	
Err	Err	Err	7132	-89	742115	3127	-83	742129	5750	-85	742142	5300	-83	742088	
586	6917	-133	7057	-91	742176	3202	-83	742190	5736	-86	742203	4968	-85	742217	
989	6902	-122	7066	-90	742245	3240	-82	742258	5750	-86	742272	4982	-86	742285	
681	6854	-919	7001	-89	742310	3292	-82	742324	5717	-86	742337	5169	-85	742351	
1047	7001	-155	7306	-90	742378	3347	-82	742392	5731	-86	742405	5108	-87	742419	
1065	6959	504	7287	-90	742447	3361	-82	742460	5721	-86	742474	4996	-87	742487	
347	6565	-1605	6701	-90	742513	3436	-82	742527	5679	-86	742541	5019	-85	742554	
0	6133	-2408	6626	-91	742579	3380	-82	742593	5707	-88	742606	5080	-84	742620	
119	6438	-1808	6664	-91	742646	3347	-81	742660	5693	-87	742673	5009	-85	742687	
103	6426	-1761	6626	-90	742716	3338	-81	742729	5665	-86	742743	4977	-85	742756	
497	6574	-1465	6733	-89	742785	3324	-83	742799	5642	-85	742812	4977	-85	742826	
746	6862	-483	6898	-91	742852	3347	-83	742865	5712	-85	742879	4972	-84	742892	
780	6815	-548	6888	-92	742919	3277	-85	742933	5679	-85	742946	4944	-85	742960	
1006	6794	-730	6982	-91	742988	3245	-84	743001	5679	-85	743015	4991	-85	743028	
Err	Err	Err	7038	-90	743054	3342	-83	743068	5679	-85	743015	5000	-85	743088	
918	6938	3	7052	-91	743111	3319	-83	743125	5778	-85	743138	4996	-85	743152	
829	6935	169	7029	-92	743177	3305	-83	743191	5782	-84	743204	4968	-85	743218	
1046	6909	-210	7038	-91	743244	3342	-82	743258	5736	-85	743271	5005	-85	743285	
1082	6921	-297	7076	-91	743313	3338	-81	743326	5754	-85	743340	5033	-85	743354	
1125	6862	-544	7062	-91	743382	3305	-83	743395	5721	-85	743409	5033	-85	743422	
-1754	5577	-2060	7062	-91	743382	3300	-84	743463	5750	-84	743476	5019	-84	743490	
840	6846	-521	6977	-92	743521	3231	-85	743535	5721	-85	743548	4977	-84	743562	
Err	Err	Err	6912	-93	743589	3231	-85	743535	5731	-85	743610	4944	-83	743623	
499	6826	2	6869	-93	743650	3156	-84	743663	5717	-85	743677	4860	-84	743690	
297	6814	338	6841	-92	743716	3156	-83	743730	5750	-85	743743	4827	-84	743757	
177	6815	-18	6794	-92	743784	3188	-82	743797	5750	-85	743811	4855	-84	743824	
199	6789	-566	6771	-91	743851	3245	-81	743865	5736	-86	743879	4911	-84	743893	
250	6833	-188	6799	-91	743920	3245	-80	743934	5745	-86	743947	4888	-84	743961	
270	6838	-38	6808	-91	743987	3235	-80	744001	5745	-85	744014	4874	-84	744029	
-2520	5447	-857	6808	-91	743987	3268	-80	744071	5745	-86	744084	4878	-84	744098	
147	6818	-270	6780	-91	744129	3231	-81	744142	5754	-86	744156	4888	-83	744169	
282	6787	-623	6757	-92	744198	3292	-81	744211	5712	-86	744225	4916	-83	744238	
Err	Err	Err	6724	-92	744265	3287	-80	744278	5759	-86	744292	4916	-83	744238	
201	6824	-532	6724	-92	744326	3399	-80	744340	5726	-87	744353	4930	-83	744367	
1303	6741	1163	6822	-90	744394	3605	-80	744408	5707	-86	744422	4907	-83	744435	
372	6836	-293	6799	-91	744463	3287	-80	744478	5721	-86	744492	4902	-83	744505	
Err	Err	Err	6771	-91	744533	3235	-81	744546	5721	-86	744492	4907	-85	744568	
117	6703	-875	6725	-91	744598	3221	-82	744611	5717	-87	744625	4911	-87	744638	
230	6594	-1379	6729	-91	744664	3259	-84	744678	5698	-87	744691	4968	-89	744705	
Err	Err	Err	6725	-92	744731	3268	-83	744744	5693	-87	744758	4968	-89	744705	
314	6408	-1901	6724	-92	744792	3296	-83	744806	5679	-88	744819	5028	-84	744833	
95	6392	-2031	6729	-91	744860	3357	-82	744873	5693	-86	744887	5145	-83	744901	
18	6379	-2028	6725	-91	744927	3328	-81	744941	5768	-86	744954	5080	-83	744968	
-102	6311	-2015	6654	-91	744996	3277	-81	745009	5736	-86	745023	5028	-95	745036	
41	6540	-1491	6687	-91	745065	3268	-81	745079	5717	-86	745092	4972	-83	745106	
-45	6644	-1021	6659	-90	745134	3254	-82	745148	5712	-86	745161	4907	-83	745175	
-73	6667	-935	6654	-91	745202	3268	-83	745216	5717	-86	745229	4902	-83	745243	
-23	6450	-1557	6626	-92	745270	3202	-83	745283	5675	-86	745297	4925	-85	745310	
-46	6490	-1527	6645	-92	745337	3245	-83	745351	5703	-86	745365	4949	-86	745378	
200	6491	-1618	6687	-91	745406	3268	-83	745419	5675	-85	745433	4972	-86	745446	
150	6515	-1465	6678	-92	745474	3207	-84	745487	5670	-86	745501	4935	-86	745514	
88	6541	-1438	6678	-91	745542	3245	-84	745556	5693	-86	745569	4949	-86	745583	
126	6466	-1606	6701	-92	745608	3188	-84	745621	5628	-86	745635	5004	-86	745649	
143	6528	-1490	6701	-92	745678	3221	-85	745691	5693	-87	745705	4958	-86	745718	
-130	6248	-2049	6635	-92	745745	3193	-85	745759	5717	-87	745772	5000	-86	745786	
