Distanza: 15000.0
X [mm]	Y [mm]	Z [mm]	A0 	 RSS 	 Time 	 A1 	 RSS 	 Time 	 A2 	 RSS 	 Time 	 A3 	 RSS 	 Time 	 
-4922	14583	6184	16628	-93	843105	13411	-87	843118	16112	-95	843132	14818	-92	843145	
-5567	15013	4430	16632	-93	843170	13360	-87	843184	16154	-95	843197	14874	-92	843211	
-5070	15858	671	16595	-91	843244	13331	-87	843258	16037	-95	843271	14940	-91	843285	
-4596	15946	1708	16613	-92	843310	13317	-87	843323	16004	-95	843337	14897	-91	843350	
-4206	16145	217	16599	-92	843375	13303	-87	843389	15948	-95	843402	14916	-91	843416	
-3957	16029	2396	16581	-93	843440	13341	-86	843453	15920	-95	843467	14851	-91	843480	
-3901	16026	2342	16548	-94	843507	13308	-87	843521	15882	-95	843534	14818	-91	843548	
Err	Err	Err	16567	-94	843572	13308	-87	843586	15882	-95	843534	14855	-91	843606	
-2118	16311	3194	16684	-93	843633	13303	-87	843646	15821	-95	843660	14808	-91	843673	
-3059	16360	1435	16590	-93	843698	13275	-87	843712	15826	-95	843725	14827	-91	843739	
-3068	16369	1125	16567	-92	843763	13270	-87	843776	15807	-95	843790	14822	-92	843803	
-3521	16288	716	16571	-92	843828	13303	-87	843842	15859	-96	843855	14865	-92	843869	
-3535	16080	2523	16571	-91	843895	13266	-87	843908	15859	-96	843922	14794	-92	843935	
-3451	15987	3079	16538	-91	843961	13313	-87	843975	15835	-96	843988	14780	-92	844002	
Err	Err	Err	16506	-92	844027	13313	-87	843975	15807	-96	844049	14757	-92	844063	
-3533	15858	3491	16520	-92	844088	13285	-87	844102	15826	-96	844115	14747	-92	844129	
-3114	16042	3338	16543	-91	844154	13364	-86	844168	15817	-95	844181	14790	-92	844195	
-3081	16386	654	16552	-92	844221	13308	-86	844235	15803	-95	844248	14846	-92	844262	
-2838	16479	614	16599	-92	844289	13327	-85	844302	15821	-94	844316	14874	-92	844329	
Err	Err	Err	16562	-93	844355	13327	-85	844302	15812	-94	844383	14775	-92	844396	
-2973	16288	1899	16576	-92	844424	13247	-86	844437	15803	-96	844451	14790	-92	844465	
-1962	16271	3564	16735	-92	844490	13294	-85	844503	15845	-95	844517	14813	-91	844530	
-3073	16434	-384	16642	-93	844557	13256	-86	844571	15864	-95	844585	14902	-89	844598	
-4036	15579	3909	16524	-93	844625	13219	-85	844638	15873	-95	844652	14719	-90	844665	
-3651	15708	3873	16524	-92	844691	13261	-85	844705	15840	-95	844718	14729	-90	844732	
-3148	15282	5665	16585	-90	844757	13317	-85	844771	15864	-97	844784	14714	-91	844798	
-2357	15934	4208	16571	-91	844825	13280	-86	844838	15756	-98	844852	14714	-90	844865	
-3594	15433	4864	16534	-92	844891	13280	-87	844904	15854	-95	844918	14710	-92	844931	
-4423	15260	4585	16482	-92	844957	13294	-86	844970	15896	-94	844984	14724	-92	844997	
-4102	15873	2466	16473	-92	845022	13266	-85	845035	15835	-94	845050	14761	-91	845064	
Err	Err	Err	16548	-91	845091	13261	-85	845104	15821	-94	845118	14761	-91	845064	
-3639	16258	-173	16538	-92	845152	13285	-85	845166	15840	-94	845179	14869	-88	845193	
-3400	15128	-5767	16567	-92	845220	13238	-85	845234	15864	-95	845247	15052	-87	845261	
-3839	13177	-8933	16585	-92	845284	13261	-85	845298	16000	-96	845311	15263	-87	845325	
-4735	13535	-7966	16557	-92	845352	13308	-86	845366	16065	-98	845379	15240	-87	845393	
-5838	14517	-5262	16557	-92	845419	13303	-85	845433	16131	-97	845446	15146	-87	845460	
-5630	15443	-2311	16576	-92	845488	13294	-85	845501	16084	-97	845515	15029	-88	845528	
-7025	15008	-314	16613	-92	845554	13285	-85	845569	16272	-97	845583	15033	-88	845596	
-8	15422	-6253	16651	-91	845622	13299	-84	845636	15601	-96	845649	15033	-88	845663	
-1823	16295	-3019	16590	-92	845690	13228	-85	845703	15704	-96	845717	14907	-89	845730	
-3386	16320	616	16571	-92	845756	13242	-86	845769	15835	-95	845783	14836	-90	845796	
-3445	15739	3973	16482	-93	845824	13303	-87	845838	15793	-93	845851	14719	-91	845865	
-4337	15368	4207	16445	-93	845893	13275	-88	845906	15850	-92	845920	14705	-91	845933	
-4446	15935	1060	16468	-92	845960	13261	-87	845973	15859	-92	845987	14808	-91	846000	
-3673	15898	-3153	16538	-91	846029	13270	-87	846042	15850	-93	846056	14958	-89	846069	
Err	Err	Err	16538	-90	846096	13238	-87	846109	15920	-94	846123	14958	-89	846069	
-4369	15698	-3141	16529	-91	846157	13285	-87	846171	15915	-94	846184	14982	-89	846198	
-5371	15646	-1109	16524	-91	846223	13247	-85	846237	16000	-96	846250	14930	-89	846264	
-6783	15039	-670	16506	-91	846289	13247	-86	846303	16145	-95	846316	14958	-89	846330	
-6466	15221	579	16543	-92	846355	13256	-86	846368	16140	-96	846382	14930	-91	846395	
-9911	12428	-1785	16543	-92	846355	13238	-86	846438	16108	-96	846451	14972	-90	846465	
-5217	15788	308	16585	-93	846497	13275	-86	846511	16037	-96	846524	14926	-90	846538	
-4720	15949	-489	16581	-93	846565	13270	-85	846578	15981	-95	846592	14930	-90	846606	
-4810	15950	246	16595	-93	846631	13289	-85	846644	16004	-94	846658	14926	-91	846671	
-3983	16107	1966	16628	-93	846698	13327	-86	846711	15957	-96	846725	14883	-92	846738	
-4188	15855	2726	16538	-94	846764	13285	-87	846778	15901	-97	846791	14799	-92	846804	
-113	16741	-312	16571	-94	846831	13303	-87	846845	15549	-97	846859	14799	-90	846872	
-680	16594	-2020	16562	-94	846899	13313	-87	846913	15596	-97	846926	14865	-90	846940	
-249	16544	-2486	16562	-94	846968	13317	-86	846981	15559	-96	846995	14869	-91	847009	
Err	Err	Err	16599	-94	847036	13322	-85	847050	15559	-96	846995	14869	-90	847077	
-300	16760	-862	16642	-94	847104	13327	-85	847117	15624	-96	847131	14869	-91	847145	
-2027	16622	355	16609	-94	847171	13289	-85	847185	15746	-95	847198	14846	-91	847212	
-1667	16664	867	16604	-96	847239	13327	-86	847253	15718	-95	847266	14836	-91	847280	
-2249	16326	2616	16567	-95	847308	13285	-87	847321	15737	-95	847335	14761	-91	847348	
-2809	16170	2880	16552	-95	847373	13266	-86	847387	15775	-96	847400	14752	-92	847414	
-3087	16230	2143	16557	-95	847441	13266	-86	847455	15803	-95	847468	14785	-91	847482	
-2656	16179	3060	16595	-95	847508	13280	-87	847521	15798	-95	847534	14771	-92	847548	
-2793	16353	1725	16576	-95	847574	13266	-86	847588	15789	-95	847601	14799	-91	847615	
-3298	16096	2922	16609	-96	847641	13294	-86	847654	15873	-95	847668	14808	-91	847681	
-3412	16154	2573	16628	-95	847708	13313	-86	847721	15901	-95	847735	14841	-90	847749	
-3320	16399	340	16651	-95	847776	13289	-85	847790	15901	-95	847804	14907	-89	847818	
-3780	16315	338	16689	-95	847844	13285	-85	847857	15976	-95	847871	14940	-89	847884	
-3306	16423	-507	16656	-94	847910	13331	-85	847925	15911	-95	847938	14954	-89	847952	
-3287	16382	1438	16679	-93	847977	13331	-84	847990	15929	-97	848004	14907	-90	848018	
-3062	16457	1024	16679	-93	848043	13327	-84	848057	15906	-98	848070	14911	-89	848084	
-2513	16530	1563	16717	-93	848110	13294	-84	848124	15878	-94	848138	14883	-91	848151	
-2249	16629	945	16707	-93	848178	13341	-84	848192	15854	-93	848205	14911	-90	848219	
-2414	16403	2855	16754	-93	848248	13364	-84	848262	15915	-92	848275	14893	-91	848289	
-843	16484	3567	16876	-92	848316	13341	-85	848329	15854	-92	848343	14874	-93	848356	
-2091	16348	3237	16726	-92	848384	13341	-85	848397	15859	-93	848411	14846	-93	848424	
-3558	16262	1389	16567	-92	848451	13327	-85	848465	15864	-93	848478	14855	-93	848492	
-2871	16298	2531	16609	-93	848520	13374	-86	848533	15845	-94	848547	14846	-93	848560	
-12936	7328	-1859	16609	-93	848520	13341	-85	848596	15821	-94	848610	14818	-93	848623	
-2263	16580	-1301	16670	-92	848653	13360	-85	848666	15831	-93	848680	14968	-92	848693	
Err	Err	Err	16698	-93	848721	13336	-85	848734	15878	-90	848748	14968	-92	848693	
-2485	13228	-9409	16637	-93	848789	13327	-85	848803	15896	-89	848816	15287	-90	848830	
-3212	16081	-3179	16628	-94	848857	13327	-86	848872	15887	-89	848886	15019	-89	848899	
-2892	14110	8063	16604	-94	848926	13350	-86	848940	15892	-89	848953	14639	-90	848967	
-2989	13799	8461	16599	-96	848995	13341	-87	849008	15906	-90	849022	14616	-90	849036	
-2923	14977	-6439	16581	-97	849064	13308	-88	849077	15845	-89	849091	15099	-90	849105	
-4466	15991	383	16515	-96	849131	13242	-87	849145	15896	-89	849159	14846	-90	849172	
-4778	15848	-1216	16506	-95	849199	13266	-87	849212	15925	-89	849226	14911	-90	849239	
-4966	15834	745	16524	-94	849265	13294	-86	849278	15962	-89	849291	14879	-91	849305	
-4974	15856	911	16552	-93	849332	13322	-87	849345	15990	-89	849359	14902	-91	849372	
-3734	16263	918	16609	-93	849401	13308	-86	849414	15911	-90	849427	14888	-91	849441	
-3745	16255	-168	16628	-93	849468	13210	-86	849482	15911	-90	849495	14888	-92	849509	
-4147	15928	2167	16520	-93	849535	13242	-87	849548	15873	-90	849562	14785	-92	849575	
-4018	14886	5856	16487	-93	849602	13285	-88	849616	15873	-90	849630	14668	-91	849643	
-3940	16065	-1537	16506	-95	849670	13252	-87	849683	15840	-91	849697	14888	-92	849710	
-2710	16055	3643	16613	-95	849736	13285	-86	849750	15821	-92	849763	14766	-92	849777	
-1735	14464	-7879	16646	-95	849804	13336	-86	849818	15793	-94	849831	15174	-93	849845	
-1524	16664	-1444	16674	-93	849871	13331	-86	849885	15760	-94	849898	14940	-93	849912	
-647	16702	-1863	16712	-93	849939	13313	-85	849953	15704	-97	849966	14940	-92	849980	
-242	16574	-2596	16684	-92	850010	13299	-85	850024	15643	-99	850037	14930	-92	850051	
1421	16359	-3494	16721	-92	850077	13327	-86	850090	15521	-99	850104	14944	-92	850117	
-1217	16778	831	16740	-92	850144	13322	-86	850157	15779	-97	850171	14893	-92	850184	
-1157	16801	-628	16768	-92	850211	13299	-86	850224	15789	-95	850238	14940	-93	850251	
Err	Err	Err	16764	-92	850280	13308	-85	850293	15854	-93	850307	14940	-93	850251	
-2327	16628	-994	16703	-92	850341	13346	-85	850355	15859	-94	850369	14972	-91	850382	
-1777	16692	-1275	16721	-92	850408	13341	-85	850421	15821	-94	850435	14972	-90	850448	
-3363	16428	-152	16689	-92	850476	13331	-86	850489	15943	-91	850503	14963	-91	850516	
-2430	16660	55	16735	-92	850544	13341	-86	850557	15892	-90	850571	14958	-91	850584	
-2410	16373	2978	16721	-93	850613	13378	-86	850627	15892	-90	850640	14879	-92	850654	
-2810	16571	-530	16712	-92	850681	13346	-86	850695	15911	-89	850708	14977	-91	850722	
-2379	15619	-5478	16735	-92	850749	13336	-85	850763	15906	-89	850776	15141	-91	850790	
-2732	15937	-4373	16721	-92	850818	13350	-85	850831	15925	-90	850845	15108	-92	850858	
-2156	14504	7777	16745	-92	850884	13317	-86	850898	15911	-89	850911	14677	-92	850925	
-2782	16412	-1774	16646	-95	850952	13322	-89	850966	15854	-93	850979	14968	-90	850993	
-576	15790	-5248	16609	-93	851021	13285	-88	851035	15620	-100	851048	14982	-90	851062	
-615	16853	-890	16815	-92	851089	13322	-85	851103	15779	-95	851118	14968	-92	851131	
-1755	15056	6874	16726	-92	851159	13327	-86	851173	15845	-92	851186	14700	-93	851200	
-1837	16628	-521	16599	-94	851229	13275	-89	851242	15718	-95	851256	14855	-94	851269	
-1971	16433	-2579	16698	-93	851297	13242	-87	851310	15803	-95	851324	14963	-94	851337	
328	16831	-302	16740	-93	851365	13313	-87	851378	15634	-96	851392	14879	-96	851405	
-1367	16496	2832	16759	-94	851432	13247	-89	851446	15793	-93	851459	14808	-95	851473	
-1957	15757	4991	16651	-95	851498	13214	-88	851512	15770	-91	851526	14682	-93	851539	
-1359	16347	-2933	16618	-93	851564	13144	-90	851578	15662	-94	851591	14869	-93	851605	
-326	16487	2665	16623	-93	851624	13191	-88	851638	15578	-97	851651	14686	-92	851665	
-1080	16723	-145	16684	-94	851690	13200	-91	851704	15695	-92	851717	14832	-91	851731	
