0	0	0	5413	17622	17378	25407	0	0	0	4822	16604	16496	24188	3	507872
2989	2758	-3540	5394	17659	17378	25407	3416	3423	-323	4794	16604	16524	24389	0	534672
2927	2761	-3555	5366	17641	17425	25464	0	0	0	4747	16585	16552	24427	2	586936
2962	2743	-3545	5366	17678	17406	25417	0	0	0	4747	16707	16543	24427	2	612884
2962	2815	-3542	5403	17613	17425	25370	3408	3235	-661	4738	16857	16590	24483	0	641216
2949	2791	-3540	5384	17613	17406	25426	3401	3268	-781	4775	16839	16628	24474	0	667528
0	0	0	5347	17641	17416	25426	3396	3205	-708	4719	16876	16590	24521	1	695028
0	0	0	5347	17641	17406	25426	3359	3206	-753	4700	16876	16637	24549	1	721000
2913	2769	-3575	5375	17631	17444	25482	3372	3265	-738	4747	16820	16628	24511	0	746876
2914	2758	-3562	5366	17650	17453	25473	0	0	0	4775	16810	16684	24511	2	772012
0	0	0	5384	17659	17453	25473	0	0	0	4766	16782	16637	24511	3	796772
0	0	0	5356	17678	17472	25454	0	0	0	4710	16914	16656	24511	3	849440
2906	2781	-3526	5347	17613	17444	25464	0	0	0	4663	16942	16684	24511	2	875040
0	0	0	5384	17584	17453	25464	0	0	0	4681	17101	16703	24511	3	899812
2915	2861	-3493	5375	17537	17453	25407	3216	3494	-248	4691	16435	16693	24558	0	925420
0	0	0	5375	17537	17472	25407	3195	3477	-643	4663	16463	16721	24577	1	950528
0	0	0	4316	17003	16590	25407	3176	3481	-601	4667	16463	16749	24596	1	975316
3219	2899	-471	4316	17031	16571	24910	3178	3469	-501	4696	16529	16787	24586	0	1000068
3212	2927	-289	4297	17003	16609	24854	3138	3473	-266	4611	16492	16806	24586	0	1026396
0	0	0	4307	16984	16599	24854	3119	3424	-774	4620	16520	16806	24694	1	1051508
3179	2968	-244	4297	16984	16665	24844	3078	3502	-335	4611	16463	16881	24629	0	1103112
3217	2975	-163	4326	17003	16656	24769	3022	3499	-411	4592	16473	16946	24685	0	1129408
3209	2978	-233	4326	16993	16646	24798	3048	3492	-399	4602	16482	16918	24666	0	1155728
3164	2986	-507	4344	16975	16693	24882	3031	3502	-352	4602	16436	16918	24694	0	1180856
0	0	0	4335	16956	16684	24882	0	0	0	4574	16445	16900	24694	3	1205972
3186	3013	-206	4344	16975	16712	24769	3011	3502	92	4574	16454	16946	24713	0	1232804
0	0	0	4363	16918	16712	24769	0	0	0	4517	16435	16928	24713	3	1259032
3176	3093	-346	4401	16881	16703	24779	3011	3462	-294	4545	16454	16909	24741	0	1284708
3207	3091	-122	4373	16890	16684	24685	0	0	0	4564	16398	16937	24741	2	1311040
3188	3070	-554	4429	16881	16684	24844	3020	3448	-239	4490	16426	16853	24751	0	1339376
3205	3108	-147	4401	16881	16703	24676	0	0	0	4527	16380	16825	24751	2	1392824
0	0	0	4363	16853	16703	24676	0	0	0	4527	16380	16890	24751	3	1419984
3184	3135	-304	4419	16796	16684	24779	3028	3480	-313	4527	16398	16843	24751	0	1447988
3204	3111	-324	4438	16871	16684	24732	0	0	0	4536	16380	16825	24751	2	1473100
3193	3112	-121	4387	16862	16707	24694	3024	3479	-256	4517	16398	16857	24732	0	1500296
3225	3155	-147	4443	16834	16689	24629	0	0	0	4555	16389	16829	24732	2	1529004
3201	3175	-105	4405	16778	16679	24666	3048	3480	-247	4518	16370	16782	24732	0	1554956
3212	3129	-232	4443	16853	16689	24704	3072	3482	-319	4574	16408	16810	24713	0	1608428
3190	3151	-293	4433	16815	16689	24732	0	0	0	4592	16380	16810	24713	2	1635928
3214	3107	-619	4462	16862	16660	24779	0	0	0	4555	16351	16820	24713	2	1661720
0	0	0	4471	16853	16707	24779	0	0	0	4536	16342	16735	24713	3	1687708
3196	3183	-212	4462	16815	16726	24657	0	0	0	4592	16361	16848	24713	2	1716932
3226	3144	90	4462	16843	16670	24722	0	0	0	4592	16351	16848	24666	2	1741716
3254	3172	-302	4499	16796	16632	24694	0	0	0	4592	16370	16782	24666	2	1768804
3298	3156	-209	4518	16862	16632	24572	3067	3510	-271	4592	16361	16792	24713	0	1793596
3314	3185	-163	4518	16796	16567	24582	0	0	0	4574	16408	16820	24713	2	1821076
3241	3184	-102	4462	16796	16670	24610	3077	3502	-223	4583	16389	16810	24676	0	1848236
3305	3171	-152	4518	16825	16604	24582	3085	3484	-523	4583	16370	16773	24732	0	1876896
0	0	0	4509	16806	16595	24582	3122	3466	-282	4583	16426	16745	24676	1	1903160
3307	3130	-251	4517	16871	16595	24629	3132	3487	-379	4611	16380	16717	24694	0	1930348
3290	3144	-253	4518	16862	16623	24629	0	0	0	4620	16380	16745	24694	2	1957880
0	0	0	4462	16871	16576	24629	0	0	0	4602	16342	16792	24694	3	1987444
0	0	0	4485	16839	16599	24629	3057	3482	-300	4592	16431	16848	24713	1	2014260
3273	3098	-157	4448	16895	16628	24647	0	0	0	4583	16384	16867	24713	2	2041440
3303	3115	-193	4476	16867	16571	24629	0	0	0	4639	16431	16932	24713	2	2069836
3298	3104	-148	4466	16904	16609	24601	0	0	0	4611	16431	16895	24713	2	2096980
3330	3120	-174	4504	16876	16562	24601	3043	3519	-373	4630	16422	16904	24690	0	2124148
0	0	0	4448	16876	16637	24601	0	0	0	4592	16384	16810	24699	3	2177636
3255	3114	-349	4485	16867	16637	24713	3145	3467	-202	4583	16403	16698	24652	0	2205600
3271	3134	-323	4494	16867	16628	24676	3151	3488	-335	4630	16403	16698	24643	0	2230720
3296	3086	-233	4476	16914	16599	24657	0	0	0	4583	16431	16689	24643	2	2258244
3296	3075	-179	4457	16923	16599	24647	0	0	0	4592	16459	16689	24633	2	2286600
0	0	0	4448	16867	16581	24647	3148	3431	-274	4564	16431	16660	24708	1	2314920
0	0	0	4448	16895	16590	24647	3129	3454	-132	4545	16431	16745	24624	1	2340904
3293	3127	-242	4476	16867	16599	24647	3138	3471	-141	4574	16431	16754	24605	0	2368092
3287	3100	-253	4485	16904	16618	24657	0	0	0	4564	16477	16735	24605	2	2393232
3278	3108	-484	4448	16848	16571	24694	3068	3468	-302	4574	16440	16829	24708	0	2419184
0	0	0	4466	16857	16581	24694	3101	3451	-245	4564	16440	16773	24690	1	2445496
3335	3100	-150	4466	16876	16524	24610	3081	3456	-259	4574	16449	16820	24699	0	2471500
0	0	0	4504	16857	16552	24610	3101	3461	-311	4592	16440	16782	24699	1	2499028
0	0	0	4499	16909	16637	24610	3068	3455	-449	4583	16449	16801	24765	1	2526228
0	0	0	4424	16881	16628	24610	0	0	0	4564	16477	16801	24765	3	2552204
3304	3089	-382	4509	16890	16581	24685	0	0	0	4564	16506	16801	24765	2	2577660
0	0	0	4499	16871	16571	24685	0	0	0	4583	16487	16801	24765	3	2604640
0	0	0	4536	16890	16609	24685	0	0	0	4574	16524	16801	24741	3	2631264
3340	3110	-187	4509	16890	16552	24601	3096	3380	-421	4545	16496	16735	24779	0	2656924
