Distanza: 5000.0
X [mm]	Y [mm]	Z [mm]	A0 	 RSS 	 Time 	 A1 	 RSS 	 Time 	 A2 	 RSS 	 Time 	 A3 	 RSS 	 Time 	 
Err	Err	Err	7080	-79	17153	0	0	1705985	21852	-81	17167	13740	-80	17174	
2030	-40	6869	7118	-79	17193	29432	-83	17200	21889	-81	17207	13815	-80	17214	
2063	-5	6859	7118	-78	17234	29394	-83	17241	21852	-80	17248	13777	-79	17254	
2063	26	6901	7155	-78	17276	29394	-83	17282	21889	-80	17289	13740	-80	17296	
2063	26	6901	7155	-78	17316	29394	-84	17323	21889	-80	17330	13740	-80	17337	
2036	7	6829	7080	-78	17357	29394	-85	17363	21889	-81	17370	13740	-80	17377	
2050	15	6866	7118	-78	17398	29394	-85	17405	21889	-82	17412	13740	-79	17419	
2056	-9	6861	7118	-78	17439	29432	-85	17445	21889	-82	17452	13740	-79	17459	
2087	22	6933	7193	-78	17478	29469	-86	17485	21927	-81	17492	13664	-80	17499	
Err	Err	Err	7118	-79	17518	4294967295	-84	17525	21927	-81	17532	13740	-80	17538	
2025	163	6945	7193	-78	17559	29282	-82	17565	21965	-81	17572	13664	-79	17579	
2045	242	6976	7231	-78	17601	29169	-82	17608	21927	-82	17615	13664	-79	17622	
2024	226	6984	7231	-78	17644	29206	-82	17650	21965	-82	17657	13664	-79	17664	
4045	290	1887	4176	-78	17685	29206	-82	17692	18991	-83	17699	10705	-79	17706	
3228	3051	357	4176	-78	17729	24568	-83	17736	19067	-84	17742	10738	-79	17749	
3249	3072	316	4214	-79	17769	24530	-84	17776	19029	-86	17782	10742	-79	17789	
3247	3043	330	4176	-79	17809	24568	-82	17816	19029	-87	17823	10742	-79	17829	
3269	3059	362	4214	-79	17850	24568	-82	17857	19029	-86	17864	10705	-79	17870	
3239	3063	305	4176	-79	17890	24530	-82	17897	19029	-85	17904	10742	-79	17910	
3229	3084	342	4214	-78	17931	24530	-81	17938	19067	-84	17945	10738	-80	17952	
3228	3083	340	4214	-79	17973	24530	-81	17979	19067	-83	17986	10742	-79	17993	
3219	3095	387	4214	-79	18014	24530	-82	18020	19104	-83	18027	10705	-80	18034	
3247	3100	369	4279	-79	18054	24530	-83	18060	19067	-82	18067	10738	-80	18074	
3240	3091	299	4251	-78	18096	24493	-82	18102	19029	-82	18109	10780	-79	18116	
3250	3073	316	4214	-78	18136	24530	-83	18143	19029	-82	18150	10738	-79	18157	
3275	3094	284	4279	-78	18178	24493	-85	18185	18991	-82	18192	10780	-79	18199	
3309	3068	363	4279	-79	18219	24568	-87	18226	18991	-83	18232	10700	-79	18239	
3160	3377	123	4251	-79	18261	24010	-90	18268	19029	-83	18274	10705	-79	18281	
3244	3211	77	4251	-79	18301	24310	-86	18308	18991	-83	18315	10705	-79	18321	
3221	3189	257	4214	-79	18342	24347	-84	18348	19029	-84	18355	10705	-79	18362	
3251	3188	69	4279	-79	18383	24347	-84	18389	18991	-86	18397	10742	-79	18404	
3199	3226	257	4251	-79	18423	24310	-84	18430	19067	-87	18437	10705	-79	18444	
3280	3154	413	4279	-79	18463	24385	-84	18470	18954	-93	18477	10705	-79	18483	
3342	3179	213	4316	-79	18504	24347	-84	18510	18879	-95	18517	10673	-80	18524	
3301	3171	254	4316	-79	18544	24385	-85	18551	18954	-90	18558	10677	-79	18565	
3292	3225	89	4316	-79	18584	24310	-87	18591	18954	-86	18598	10673	-79	18605	
3296	3226	199	4354	-79	18624	24310	-84	18631	18954	-85	18637	10705	-79	18644	
3285	3214	205	4316	-79	18662	24310	-85	18669	18954	-84	18676	10705	-80	18683	
3303	3235	99	4354	-79	18701	24310	-86	18708	18954	-84	18714	10673	-79	18721	
3304	3230	190	4321	-79	18741	24272	-87	18747	18916	-83	18754	10677	-79	18761	
3333	3232	215	4283	-79	18782	24268	-89	18789	18879	-83	18797	10602	-80	18804	
3313	3219	35	4283	-79	18825	24305	-90	18832	18916	-83	18838	10640	-80	18847	
3306	3213	28	4256	-79	18866	24305	-89	18873	18916	-83	18879	10640	-79	18887	
3314	3249	56	4283	-79	18907	24268	-87	18913	18916	-84	18920	10602	-79	18927	
3325	3196	208	4256	-79	18947	24305	-85	18953	18879	-85	18960	10640	-79	18967	
3378	3188	209	4321	-79	18987	24343	-84	18994	18841	-84	19000	10635	-79	19007	
3327	3199	210	4256	-79	19026	24305	-83	19033	18879	-84	19040	10635	-79	19046	
3336	3176	176	4256	-79	19066	24305	-82	19073	18841	-84	19079	10677	-79	19086	
3331	3202	209	4283	-79	19110	24305	-82	19117	18879	-85	19124	10640	-79	19131	
3333	3175	203	4283	-79	19150	24343	-82	19157	18879	-83	19164	10677	-79	19171	
3306	3182	22	4256	-79	19192	24343	-82	19199	18916	-83	19206	10677	-79	19213	
3309	3209	202	4321	-78	19232	24305	-83	19239	18916	-82	19246	10677	-79	19253	
3308	3182	194	4218	-79	19275	24305	-83	19282	18879	-84	19288	10668	-79	19296	
3334	3127	36	4256	-79	19319	24408	-83	19325	18879	-85	19332	10705	-79	19339	
3291	3171	205	4256	-79	19359	24333	-82	19365	18916	-84	19372	10705	-79	19379	
3344	3111	197	4218	-79	19398	24408	-82	19406	18841	-82	19413	10705	-79	19419	
3334	3095	192	4218	-78	19440	24408	-81	19447	18841	-82	19454	10733	-80	19460	
