Distanza: 60000.0
X [mm]	Y [mm]	Z [mm]	A0 	 RSS 	 Time 	 A1 	 RSS 	 Time 	 A2 	 RSS 	 Time 	 A3 	 RSS 	 Time 	 
31957	39397	-17491	0	0	9963521	0	0	1705985	0	0	1705985	0	0	1705985	
33291	43473	10349	57283	-96	429433	37734	-88	429440	46401	-85	429447	17294	-89	429454	
34160	44149	-6138	57358	-96	429466	37696	-88	429473	46401	-85	429479	41899	-88	429487	
34190	44369	-4842	57283	-95	429499	37734	-88	429506	46364	-85	429512	41786	-89	429519	
33324	44103	-9202	57320	-93	429532	37734	-88	429538	46364	-85	429545	41824	-89	429552	
34591	43996	3343	57245	-96	429597	37734	-87	429569	46364	-85	429575	17256	-90	429582	
31669	42841	-15668	57245	-96	429597	37734	-87	429604	46401	-86	429611	41824	-88	429618	
33898	43952	-7984	57245	-93	429628	37771	-88	429635	46326	-85	429642	41824	-87	429649	
34364	43885	-6602	57208	-94	429660	37734	-87	429667	46326	-86	429674	41861	-89	429681	
33452	43471	9862	57208	-95	429692	37734	-86	429699	46326	-86	429707	17331	-89	429714	
34438	44048	-5215	57170	-95	429726	37809	-86	429733	46326	-85	429740	41786	-87	429747	
33963	43516	-9357	57320	-93	429760	37809	-86	429767	46289	-85	429774	41786	-88	429781	
32791	42608	-14141	57208	-96	429791	37771	-86	429798	46289	-86	429804	41824	-89	429811	
34161	44367	-5286	57245	-96	429821	37771	-87	429828	46401	-85	429834	41899	-88	429841	
33748	43909	-8324	57170	-97	429853	37696	-88	429860	46289	-85	429867	41748	-89	429873	
33866	43625	-9191	57245	-97	429884	37696	-87	429891	46364	-84	429898	41786	-89	429904	
33629	43383	-10426	57208	-97	429915	37771	-87	429922	46326	-85	429928	41786	-89	429936	
38558	44301	-11119	60547	-97	429976	42916	-86	429954	49600	-85	429961	44891	-89	429968	
38658	44429	-10192	60547	-97	429976	42879	-87	429983	49600	-85	429989	44853	-89	429996	
37583	44644	12897	60585	-95	430004	42916	-87	430011	49638	-84	430018	20248	-89	430024	
38558	44301	-11119	60510	-97	430037	42916	-87	430044	49600	-85	430051	44891	-89	430057	
37235	44448	13848	60435	-96	430067	42879	-87	430073	49638	-85	430080	20399	-89	430087	
37605	44535	12920	60472	-96	430134	42916	-87	430107	49563	-85	430113	20399	-89	430120	
38373	44079	-12004	60472	-96	430134	42954	-87	430140	49600	-85	430147	44929	-89	430154	
38554	44403	-10764	60510	-96	430190	42879	-86	430168	49638	-86	430175	44891	-89	430182	
38649	44315	-10524	60510	-96	430190	42916	-87	430196	49563	-85	430203	44853	-89	430210	
38720	44514	-9973	60547	-97	430247	42954	-86	430224	49638	-85	430231	44891	-89	430238	
37566	44639	12790	60585	-96	430280	42879	-87	430254	49600	-85	430261	20436	-88	430268	
38508	44301	-11430	60435	-97	430308	42954	-86	430286	49675	-86	430293	44966	-88	430300	
37562	44491	13089	60472	-98	430342	42954	-86	430316	49600	-85	430323	20436	-87	430330	
37351	44564	13525	60547	-95	430376	42916	-86	430349	49675	-86	430356	20436	-88	430363	
38596	44310	-10956	60510	-95	430404	42916	-87	430383	49600	-85	430390	44891	-89	430396	
37548	44636	13326	60547	-94	430437	42916	-86	430411	49675	-86	430418	20361	-88	430425	
38518	44171	-11698	60547	-94	430437	42954	-87	430443	49600	-86	430450	44929	-89	430457	
36240	43794	-17007	60416	-95	430496	42879	-87	430473	49572	-86	430480	45079	-88	430486	
36464	43825	-16655	60416	-95	430496	42991	-87	430503	49610	-85	430509	45116	-88	430516	
36939	44164	-15020	60416	-95	430525	42954	-86	430532	49610	-85	430538	45041	-88	430546	
37170	44367	-14176	60491	-95	430555	42954	-86	430562	49647	-85	430569	45041	-88	430576	
Err	Err	Err	60454	-95	430584	42954	-86	430562	49572	-87	430598	45041	-88	430576	
36771	44092	-15588	60529	-95	430613	42954	-86	430620	49610	-85	430627	45079	-87	430634	
36821	43943	-15887	60491	-94	430642	42954	-86	430648	49534	-85	430655	45041	-88	430662	
38028	44569	-11696	60491	-98	430700	42916	-86	430677	49610	-86	430684	45154	-88	430691	
36569	43914	-16276	60491	-98	430700	42954	-86	430707	49572	-86	430715	45079	-88	430722	
37458	44500	13477	60529	-95	430730	42954	-87	430737	49610	-85	430744	20549	-87	430751	
36208	43641	-17456	60491	-95	430794	42954	-87	430772	49572	-86	430779	45116	-88	430785	
35932	43569	-18145	60491	-95	430794	42916	-87	430801	49610	-85	430807	45154	-87	430815	
36735	44118	-15777	60491	-94	430823	42954	-88	430830	49685	-86	430836	45116	-87	430844	
36621	43954	-16072	60416	-94	430851	42954	-87	430858	49610	-85	430865	45079	-89	430872	
36623	43968	-16234	60491	-95	430880	42916	-87	430887	49610	-86	430894	45079	-89	430901	
36585	43967	-16018	60529	-94	430909	42916	-87	430915	49610	-85	430922	45079	-89	430929	
