Distanza: 35000.0
X [mm]	Y [mm]	Z [mm]	A0 	 RSS 	 Time 	 A1 	 RSS 	 Time 	 A2 	 RSS 	 Time 	 A3 	 RSS 	 Time 	 
18574	22549	-1489	0	0	9963521	0	0	1705985	0	0	1705985	0	0	1705985	
21902	26394	-1502	34779	-82	221491	21608	-80	221497	27105	-86	221504	19310	-81	221511	
21866	26427	-1870	34816	-81	221520	21608	-80	221527	27147	-86	221534	19348	-80	221540	
21955	26327	-1953	34779	-81	221550	21608	-80	221557	27110	-86	221563	19310	-80	221570	
21846	26358	-2152	34779	-81	221578	21646	-80	221585	27110	-86	221592	19348	-80	221599	
21721	26263	-3122	34779	-81	221608	21646	-80	221615	27072	-86	221621	19385	-80	221628	
21931	26405	-1658	34816	-81	221667	21646	-80	221644	27110	-86	221651	19310	-80	221658	
21694	26203	-3380	34779	-82	221696	21608	-80	221674	27110	-86	221681	19348	-80	221687	
22004	26336	-1628	34779	-82	221696	21646	-80	221703	27147	-85	221710	19310	-80	221717	
21950	26444	87	34741	-81	221755	21683	-81	221733	27147	-86	221740	19310	-80	221746	
21858	26167	-2902	34741	-81	221755	21646	-80	221761	27110	-86	221768	19310	-80	221775	
21790	26182	-3129	34779	-81	221784	21646	-81	221791	27147	-85	221798	19273	-81	221805	
21935	26199	-2295	34741	-82	221843	21683	-80	221821	27072	-86	221827	19310	-81	221834	
21904	26415	-1440	34779	-82	221873	21646	-80	221850	27072	-86	221857	19310	-80	221864	
21716	26256	-2951	34779	-82	221902	21571	-81	221880	27110	-86	221886	19310	-81	221893	
22001	26397	-904	34779	-82	221932	21683	-81	221909	27105	-86	221916	19348	-81	221923	
22004	26336	-1628	34779	-82	221932	21646	-80	221939	27147	-85	221946	19310	-81	221953	
21869	26208	-2585	34779	-82	221962	21646	-80	221968	27110	-86	221976	19310	-81	221983	
22050	26375	-940	34779	-82	221992	21683	-80	221998	27077	-86	222006	19310	-80	222013	
21835	26133	-3179	34816	-82	222022	21646	-80	222029	27077	-86	222036	19310	-80	222042	
21643	26190	-3264	34779	-82	222082	21608	-80	222058	27077	-86	222066	19273	-81	222073	
21643	26190	-3264	34779	-82	222112	21608	-81	222089	27077	-86	222096	19273	-81	222103	
22012	26387	-149	34779	-82	222112	21646	-80	222118	27077	-86	222125	19310	-81	222132	
22012	26387	-149	34779	-82	222141	21646	-80	222148	27077	-86	222156	19310	-81	222163	
21913	26431	-690	34779	-82	222172	21608	-80	222179	27115	-85	222186	19273	-81	222192	
21940	26341	-1631	34779	-82	222201	21646	-80	222208	27040	-86	222216	19310	-81	222223	
21940	26341	-1631	34816	-82	222262	21646	-80	222239	27040	-86	222246	19310	-81	222253	
21773	26184	-3037	34779	-82	222291	21608	-80	222269	27040	-86	222276	19310	-81	222282	
21819	26359	-2365	34779	-82	222291	21608	-80	222298	27040	-86	222306	19310	-81	222313	
21643	26190	-3264	34779	-82	222351	21608	-80	222329	27077	-86	222336	19273	-81	222342	
21827	26290	-2410	34779	-82	222351	21608	-80	222358	27077	-86	222366	19310	-81	222373	
21643	26190	-3264	34779	-83	222381	21608	-80	222388	27077	-85	222396	19273	-81	222402	
21827	26290	-2410	34779	-82	222440	21608	-80	222418	27077	-86	222425	19310	-81	222432	
21819	26359	-2365	34779	-82	222440	21608	-80	222447	27040	-86	222454	19310	-81	222461	
21936	26354	-1321	34750	-82	222500	21646	-80	222477	27077	-85	222484	19273	-81	222490	
22048	26312	-1397	34750	-82	222500	21674	-80	222507	27040	-86	222514	19310	-81	222520	
21713	26012	-3783	34713	-82	222530	21636	-80	222537	27040	-86	222543	19273	-81	222550	
21767	26310	-2301	34713	-83	222588	21636	-80	222566	27040	-85	222573	19310	-81	222579	
21812	26108	-3039	34713	-83	222588	21674	-80	222595	27040	-86	222602	19310	-81	222609	
21767	26310	-2301	34788	-82	222647	21636	-80	222624	27040	-87	222631	19310	-81	222638	
21900	26431	-1558	34750	-83	222678	21636	-80	222655	27077	-87	222662	19310	-81	222669	
21860	26130	-2843	34788	-82	222708	21636	-80	222685	27040	-86	222692	19273	-81	222699	
21900	26431	-1558	34788	-82	222708	21636	-80	222715	27077	-86	222722	19310	-81	222729	
22048	26312	-1397	34750	-83	222738	21674	-80	222745	27040	-86	222752	19310	-81	222758	
Err	Err	Err	34750	-82	222768	21636	-80	222775	27040	-87	222781	19310	-81	222758	
21906	26335	-2107	34750	-82	222797	21636	-80	222805	27040	-86	222812	19310	-80	222818	
21952	26354	-1357	34750	-82	222828	21636	-80	222834	27040	-86	222841	19348	-81	222848	
21785	26337	-2144	34713	-82	222857	21636	-80	222865	27115	-86	222872	19348	-81	222878	
21782	26219	-2878	34788	-82	222917	21636	-80	222895	27077	-86	222902	19310	-80	222908	
21763	26164	-3129	34750	-83	222946	21636	-80	222924	27040	-86	222931	19310	-81	222937	
21944	26406	-1070	34750	-83	222977	21674	-80	222954	27077	-87	222961	19310	-81	222968	
21848	26329	-1757	34713	-83	223006	21674	-80	222983	27040	-86	222990	19273	-81	222997	
21947	26248	-2247	34713	-83	223006	21646	-80	223014	27040	-86	223021	19348	-81	223028	
21839	26328	-2075	34713	-82	223036	21608	-80	223043	27040	-86	223050	19273	-81	223057	
21878	26366	-1536	34750	-82	223097	21608	-80	223073	27077	-86	223080	19348	-81	223087	
22021	26342	518	34750	-82	223097	21646	-80	223104	27040	-86	223111	19273	-81	223118	
22021	26342	518	34713	-82	223157	21646	-80	223134	27040	-86	223141	19273	-80	223147	
21860	26357	-2068	34713	-82	223157	21646	-80	223164	27040	-86	223171	19310	-80	223178	
21790	26360	-2133	34750	-83	223216	21571	-80	223194	27115	-86	223201	19310	-81	223207	
21938	26381	-1076	34750	-83	223216	21646	-80	223223	27040	-86	223230	19310	-81	223237	
21929	26345	-1832	34750	-82	223275	21608	-80	223252	27077	-87	223259	19273	-81	223265	
21853	26286	-2496	34750	-82	223306	21646	-80	223281	27002	-86	223288	19348	-81	223295	
21912	26285	-2345	34750	-82	223306	21646	-80	223314	27002	-86	223321	19310	-81	223328	
21780	26325	-2396	34750	-82	223365	21646	-80	223343	27077	-86	223350	19310	-81	223357	
22021	26342	518	34713	-82	223395	21646	-80	223372	27040	-86	223379	19273	-81	223386	
21919	26334	-1582	34713	-82	223395	21608	-80	223402	27040	-86	223409	19310	-81	223416	
21904	26331	-1566	34750	-82	223455	21608	-80	223431	27002	-86	223438	19348	-81	223445	
21896	26311	-2036	34788	-83	223485	21608	-80	223462	27002	-87	223469	19310	-81	223476	
21998	26387	145	34844	-82	223515	21608	-80	223492	27040	-86	223499	19310	-81	223505	
22019	26316	-1750	34844	-82	223515	21608	-81	223522	27077	-85	223529	19310	-81	223536	
21871	26234	-2639	34769	-82	223574	21646	-80	223551	27040	-87	223558	19348	-81	223565	
21871	26248	-2088	34769	-82	223574	21608	-80	223581	27040	-87	223588	19310	-81	223594	
21941	26248	-2289	34807	-82	223633	21683	-80	223611	27040	-86	223617	19348	-81	223624	
21843	26161	-2950	34807	-82	223633	21608	-80	223640	27077	-85	223647	19310	-81	223653	
21847	26332	-2099	34844	-83	223693	21608	-80	223670	27040	-85	223677	19310	-81	223684	
22033	26405	830	34882	-82	223723	21646	-80	223700	27077	-86	223706	19348	-81	223713	
21956	26392	-1073	34844	-82	223752	21571	-80	223729	27002	-87	223736	19310	-81	223743	
21881	26193	-2676	34844	-82	223752	21646	-80	223759	27077	-87	223766	19310	-81	223773	
21968	26452	-924	34807	-82	223812	21608	-80	223789	27040	-86	223796	19348	-81	223802	
21930	26430	-1283	34807	-82	223812	21646	-80	223819	27077	-87	223826	19273	-81	223833	
21905	26371	-1880	34844	-82	223873	21646	-80	223849	27077	-86	223856	19310	-81	223863	
21919	26226	-2597	34807	-82	223903	21646	-80	223879	27115	-86	223886	19310	-81	223893	
Err	Err	Err	34844	-82	223932	4294967295	-80	223910	27040	-86	223916	19310	-81	223923	
22008	26362	-1133	34844	-82	223932	21646	-80	223938	27002	-86	223945	19348	-81	223952	
22031	26364	854	34882	-82	223992	21608	-80	223968	27002	-86	223975	19310	-81	223982	
21881	26343	-2032	34882	-82	223992	21608	-80	223998	27040	-86	224005	19310	-81	224012	
21951	26391	-1138	34741	-83	224051	21608	-80	224027	27002	-86	224034	19310	-81	224041	
21747	26021	-3743	34779	-82	224080	21646	-80	224057	27040	-86	224064	19310	-81	224071	
21826	26333	-2434	34816	-82	224110	21608	-80	224087	27002	-86	224094	19310	-81	224101	
21744	26148	-3207	34816	-82	224110	21646	-80	224117	27002	-87	224124	19310	-81	224131	
21940	26341	-1631	34779	-82	224139	21646	-80	224146	27040	-86	224153	19310	-81	224160	
21796	26187	-2907	34779	-82	224199	21608	-80	224176	27040	-86	224183	19348	-81	224189	
22012	26387	-149	34779	-82	224199	21646	-80	224205	27077	-86	224212	19310	-81	224219	
22097	26341	296	34816	-82	224228	21683	-80	224235	27002	-86	224242	19348	-81	224248	
22033	26346	615	34779	-82	224258	21646	-80	224264	27002	-86	224271	19310	-81	224278	
21819	26359	-2365	34816	-82	224317	21608	-80	224294	27040	-86	224301	19310	-81	224308	
21835	26133	-3179	34816	-82	224317	21646	-80	224324	27077	-85	224331	19310	-81	224338	
21796	26187	-2907	34779	-82	224377	21608	-80	224353	27040	-86	224361	19348	-81	224367	
21982	26410	-1315	34779	-83	224407	21608	-80	224383	27077	-86	224391	19348	-81	224397	
21827	26290	-2410	34779	-83	224407	21608	-80	224414	27077	-86	224421	19310	-81	224428	
21913	26359	-1692	34816	-83	224436	21608	-80	224443	27002	-86	224451	19273	-81	224457	
21929	26441	-370	34779	-83	224496	21608	-80	224474	27077	-86	224481	19310	-81	224488	
21940	26341	-1631	34779	-83	224526	21646	-80	224503	27040	-86	224510	19310	-81	224516	
21990	26441	-1121	34779	-83	224526	21646	-80	224533	27077	-86	224539	19376	-81	224546	
21775	26046	-3687	34816	-82	224584	21646	-80	224562	27040	-86	224568	19339	-81	224575	
21693	26109	-3714	34816	-83	224613	21646	-80	224591	27077	-86	224598	19339	-81	224604	
21693	26109	-3714	34816	-82	224643	21646	-80	224621	27077	-86	224628	19339	-81	224634	
21909	26385	-1345	34816	-83	224674	21608	-80	224651	27040	-86	224657	19339	-81	224664	
21935	26401	-1368	34816	-83	224703	21608	-80	224681	27077	-86	224688	19339	-81	224695	
21964	26363	-1362	34816	-83	224735	21608	-80	224711	27040	-86	224718	19376	-81	224725	
21909	26385	-1345	34816	-83	224765	21608	-80	224741	27040	-87	224748	19339	-81	224755	
21873	26433	-1512	34854	-83	224794	21571	-80	224771	27002	-86	224778	19339	-81	224785	
21989	26404	-598	34779	-83	224824	21571	-80	224801	27002	-86	224808	19376	-81	224815	
21887	26335	-1624	34854	-83	224853	21608	-80	224831	27077	-86	224838	19301	-81	224844	
22040	26391	-1244	34854	-83	224853	21608	-80	224861	27040	-86	224868	19376	-81	224874	
21990	26441	-1121	34779	-82	224884	21646	-80	224891	27077	-86	224898	19376	-81	224904	
21722	26273	-2947	34816	-83	224943	21608	-80	224921	27077	-86	224928	19339	-80	224934	
