Distanza: 70000.0
X [mm]	Y [mm]	Z [mm]	A0 	 RSS 	 Time 	 A1 	 RSS 	 Time 	 A2 	 RSS 	 Time 	 A3 	 RSS 	 Time 	 
39694	47457	-19692	0	0	9963521	0	0	1705985	0	0	1705985	0	0	1705985	
Err	Err	Err	71429	-91	585971	53165	-90	585979	2774695935	8192	4294903809	0	0	1705985	
Err	Err	Err	71429	-91	585971	53165	-90	585979	59839	-89	585986	0	0	1705985	
Err	Err	Err	71429	-91	585971	53165	-90	585979	59839	-89	585986	0	0	1705985	
Err	Err	Err	71429	-91	585971	53165	-90	585979	59839	-89	585986	55824	-93	585993	
Err	Err	Err	71392	-91	586001	53165	-90	585979	59839	-89	585986	55824	-93	585993	
Err	Err	Err	71392	-91	586001	53127	-89	586009	59877	-89	586016	55824	-93	585993	
Err	Err	Err	71392	-91	586001	53127	-89	586009	59877	-89	586016	55862	-93	586023	
45135	51506	-16687	71392	-91	586031	53127	-89	586009	59877	-89	586016	55862	-93	586023	
Err	Err	Err	71392	-91	586031	53127	-89	586009	59877	-89	586016	55862	-93	586023	
Err	Err	Err	71392	-91	586031	53127	-89	586037	59839	-89	586044	55862	-93	586023	
Err	Err	Err	71392	-91	586031	53127	-89	586037	59839	-89	586044	55862	-92	586051	
45048	51304	-17446	71392	-91	586031	53127	-89	586037	59839	-89	586044	55862	-92	586051	
Err	Err	Err	71392	-93	586060	53127	-89	586037	59839	-89	586044	55862	-92	586051	
Err	Err	Err	71392	-93	586060	53127	-89	586037	59839	-89	586044	55862	-92	586051	
Err	Err	Err	71392	-93	586060	53202	-87	586067	59839	-89	586044	55862	-92	586051	
Err	Err	Err	71392	-93	586060	53202	-87	586067	59877	-89	586074	55862	-92	586051	
Err	Err	Err	71392	-93	586060	53202	-87	586067	59877	-89	586074	55899	-91	586080	
45160	51406	-16997	71429	-92	586089	53202	-87	586067	59877	-89	586074	55899	-91	586080	
Err	Err	Err	71429	-92	586089	53202	-87	586067	59877	-89	586074	55899	-91	586080	
Err	Err	Err	71429	-92	586089	53127	-87	586095	59877	-89	586074	55899	-91	586080	
Err	Err	Err	71429	-92	586089	53127	-87	586095	59877	-89	586102	55899	-91	586080	
Err	Err	Err	71429	-92	586089	53127	-87	586095	59877	-89	586102	55899	-91	586109	
44875	51180	-17884	71429	-92	586117	53127	-87	586095	59877	-89	586102	55899	-91	586109	
Err	Err	Err	71429	-92	586117	53127	-87	586095	59877	-89	586102	55899	-91	586109	
Err	Err	Err	71429	-92	586117	53127	-88	586124	59877	-89	586102	55899	-91	586109	
