Distanza: 40000.0
X [mm]	Y [mm]	Z [mm]	A0 	 RSS 	 Time 	 A1 	 RSS 	 Time 	 A2 	 RSS 	 Time 	 A3 	 RSS 	 Time 	 
21715	26220	-3343	0	0	9963521	0	0	1705985	0	0	1705985	0	0	1705985	
25215	30052	-416	39582	-94	252822	24873	-82	252829	31092	-85	252836	24207	-84	252842	
24861	30133	-2696	39582	-95	252852	24835	-82	252858	31017	-85	252865	24207	-84	252872	
24651	29781	-4887	39506	-94	252910	24798	-82	252887	31054	-85	252894	24169	-84	252901	
24865	30056	-2498	39582	-95	252941	24835	-82	252917	31054	-85	252924	24207	-84	252931	
24631	29742	-5075	39582	-95	252941	24873	-82	252947	30979	-85	252955	24244	-84	252961	
24994	29896	-3383	39506	-93	252970	24873	-82	252977	31054	-85	252983	24207	-84	252990	
Err	Err	Err	39506	-94	253029	24873	-82	252977	31017	-86	253014	24207	-84	253021	
24865	30056	-2498	39506	-94	253059	24835	-82	253036	31054	-85	253043	24207	-84	253049	
24490	29589	-5950	39506	-94	253059	24835	-82	253066	31054	-85	253073	24282	-83	253080	
24839	30209	-1841	39469	-95	253117	24873	-82	253095	31017	-85	253102	24207	-84	253109	
24898	30155	-2104	39469	-95	253117	24873	-82	253124	31054	-85	253131	24244	-83	253138	
24639	29652	-5324	39544	-92	253177	24835	-82	253155	31054	-85	253161	24244	-83	253168	
24683	29628	-5364	39544	-92	253207	24910	-82	253184	31017	-85	253191	24244	-84	253198	
24772	29682	-4896	39544	-92	253207	24873	-82	253214	31017	-85	253221	24207	-84	253228	
25219	30018	-1115	39544	-94	253266	24873	-82	253244	31017	-85	253250	24244	-85	253257	
Err	Err	Err	39582	-92	253295	24873	-82	253273	31017	-85	253250	24207	-84	253287	
24713	29716	-5045	39610	-97	253325	24835	-82	253302	31054	-85	253309	24244	-84	253316	
25004	30190	-1824	39610	-97	253325	24938	-82	253332	31050	-85	253339	24216	-84	253346	
24803	29776	-4566	39610	-94	253386	24863	-82	253362	31045	-85	253369	24216	-84	253376	
24792	29928	-3787	39610	-92	253415	24863	-82	253393	31012	-85	253399	24178	-84	253406	
24867	29861	-4111	39610	-92	253415	24901	-82	253422	31125	-84	253429	24216	-84	253436	
