Distanza: 55000.0
X [mm]	Y [mm]	Z [mm]	A0 	 RSS 	 Time 	 A1 	 RSS 	 Time 	 A2 	 RSS 	 Time 	 A3 	 RSS 	 Time 	 
30072	36660	-11716	0	0	9963521	0	0	1705985	0	0	1705985	0	0	1705985	
20285	40299	-1711	46003	-95	381595	23855	-88	381569	35309	-89	381576	30365	-85	381583	
20325	40189	-2192	46003	-95	381595	23855	-88	381602	35271	-89	381609	30290	-84	381615	
20165	40314	-2196	46040	-94	381628	23780	-88	381635	35309	-88	381641	30365	-85	381648	
20398	40229	-1830	46003	-94	381661	23930	-88	381668	35346	-88	381675	30327	-84	381681	
20347	40256	-1618	46003	-94	381726	23855	-89	381699	35346	-87	381706	30327	-84	381713	
20339	40191	-2383	45965	-94	381759	23892	-87	381733	35309	-88	381740	30327	-84	381746	
20326	40211	-2025	45965	-94	381759	23855	-88	381766	35271	-90	381773	30327	-85	381779	
20233	40288	-2024	45965	-94	381824	23817	-88	381798	35271	-90	381805	30365	-85	381812	
Err	Err	Err	46040	-93	381855	23817	-89	381831	35309	-90	381838	30327	-84	381845	
20232	40330	-1780	46040	-93	381855	23817	-89	381862	35346	-90	381869	30365	-84	381876	
20172	40225	-2701	46003	-93	381888	23817	-89	381894	35346	-90	381901	30327	-84	381908	
20333	40242	-1495	45965	-94	381953	23855	-88	381927	35309	-89	381934	30327	-85	381941	
20270	40236	-1867	45965	-94	381953	23817	-89	381960	35346	-89	381967	30290	-84	381974	
20172	40225	-2701	46003	-96	382019	23817	-89	381993	35346	-89	382000	30327	-84	382007	
20228	40345	-1447	46003	-96	382019	23817	-88	382026	35384	-95	382033	30365	-84	382040	
20300	40256	-1940	54994	-94	382086	23855	-88	382059	35384	-87	382066	30327	-84	382072	
32879	39711	-15277	54994	-94	382086	37935	-89	382092	44384	-89	382099	39563	-84	382106	
32956	39748	-15120	55032	-97	382114	37898	-89	382121	44347	-89	382128	39525	-85	382135	
34766	40462	-9902	55032	-94	382173	37898	-89	382150	44347	-89	382157	39563	-84	382163	
32956	39748	-15120	54994	-95	382202	37898	-89	382180	44347	-89	382187	39525	-84	382194	
32595	39555	-16113	54994	-96	382231	37935	-89	382209	44384	-89	382216	39600	-84	382222	
32429	39507	-16312	54994	-96	382231	37898	-89	382238	44384	-89	382245	39600	-84	382252	
32709	39679	-15641	54994	-95	382290	37898	-89	382267	44384	-89	382274	39563	-84	382281	
33037	39751	-14926	54957	-95	382318	37935	-90	382296	44347	-89	382303	39525	-84	382310	
34309	40626	10704	54957	-95	382318	37935	-88	382325	44422	-89	382332	17922	-84	382339	
Err	Err	Err	54957	-94	382382	37898	-90	382360	44384	-89	382367	39563	-84	382374	
32840	39644	-15585	54919	-95	382411	37898	-89	382418	44384	-90	382396	39563	-84	382403	
32766	39638	-15496	54919	-95	382411	37898	-89	382418	44347	-89	382425	39525	-84	382432	
32115	39344	-17048	54994	-95	382441	37898	-89	382448	44384	-88	382455	39638	-84	382461	
34766	40462	-9902	54994	-95	382501	37898	-88	382478	44347	-89	382484	39563	-84	382491	
32744	39598	-15600	54994	-95	382531	37898	-89	382508	44309	-89	382515	39525	-84	382522	
31976	39266	-17470	54957	-96	382560	37860	-89	382538	44384	-89	382545	39638	-84	382552	
32706	39598	-15815	54957	-96	382560	37935	-89	382567	44347	-89	382574	39563	-84	382581	
31832	39130	-17824	54994	-95	382620	37907	-89	382597	44375	-89	382604	39666	-83	382611	
34744	40632	-9168	54994	-95	382620	37870	-89	382627	44375	-89	382634	39666	-84	382641	
Err	Err	Err	54957	-94	382651	7038	-89	382658	44375	-89	382664	39628	-84	382671	
32216	39353	-16927	54994	-94	382685	37870	-89	382692	44338	-89	382699	39591	-84	382706	
32060	39289	-17222	55069	-94	382743	37907	-88	382721	44375	-89	382728	39628	-84	382735	
35123	41319	-5423	55069	-94	382743	37907	-88	382750	44338	-89	382757	39591	-84	382764	
34600	40312	-10824	55032	-95	382804	37870	-88	382781	44300	-95	382788	39591	-84	382794	
34735	40468	-10098	55032	-95	382804	37870	-89	382811	44338	-88	382818	39591	-84	382824	
34604	40439	-10132	54994	-96	382834	37870	-88	382841	44338	-88	382848	39553	-84	382854	
34801	41023	-8172	54957	-95	382894	37907	-89	382871	44300	-88	382877	39666	-84	382884	
32169	39240	-17161	54919	-95	382923	37907	-89	382901	44300	-88	382908	39591	-84	382914	
31951	39080	-17609	54919	-98	382951	37907	-89	382930	44263	-88	382936	39591	-84	382943	
32399	39467	-16485	54994	-95	382981	37907	-88	382958	44375	-88	382965	39591	-84	382972	
32691	39618	-15876	54994	-95	382981	37870	-89	382989	44375	-88	382996	39553	-84	383003	
34604	40439	-10132	54994	-95	383011	37870	-89	383019	44338	-88	383026	39553	-84	383033	
32329	39366	-16749	55069	-96	383042	37907	-88	383049	44300	-88	383056	39591	-84	383063	
34543	40459	-10394	54966	-94	383102	37832	-89	383079	44375	-87	383086	39553	-85	383093	
32010	39079	-17586	54966	-94	383102	37898	-89	383109	44272	-88	383116	39591	-84	383123	
32010	39079	-17586	54966	-96	383131	37898	-89	383139	44272	-89	383146	39591	-84	383152	
32346	39332	-16797	54966	-94	383191	37935	-88	383167	44309	-88	383174	39591	-84	383181	
34599	40692	-9571	54966	-94	383191	37898	-88	383198	44272	-88	383205	39628	-84	383211	
34386	40039	-11837	54966	-94	383222	37860	-89	383229	44234	-88	383236	39591	-84	383242	
32075	39208	-17317	54928	-96	383281	37898	-88	383259	44272	-89	383265	39591	-83	383272	
34604	40536	-9779	54928	-96	383281	37898	-89	383289	44234	-88	383295	39591	-84	383302	
32369	39231	-16939	54928	-96	383341	37973	-89	383319	44272	-88	383325	39591	-84	383332	
32143	39176	-17299	54928	-96	383341	37935	-89	383348	44272	-88	383354	39591	-84	383361	
32384	39406	-16598	54966	-93	383370	37898	-89	383379	44272	-88	383385	39553	-84	383392	
32501	39487	-16273	54966	-94	383401	37898	-88	383407	44309	-88	383414	39553	-85	383421	
34479	40160	-11322	54891	-93	383462	37898	-89	383438	44309	-89	383445	39628	-84	383452	
34581	40223	-10993	54966	-94	383492	37898	-88	383469	44272	-89	383475	39591	-84	383482	
32010	39079	-17586	54966	-94	383492	37898	-88	383499	44272	-89	383505	39591	-84	383512	
34795	40524	-9552	54966	-98	383520	37935	-89	383528	44272	-89	383535	39628	-84	383542	
34482	40218	-11326	54891	-97	383581	37935	-88	383558	44347	-89	383565	39628	-84	383572	
35222	40957	-6532	54957	-93	383613	37898	-89	383588	44309	-88	383595	39666	-84	383602	
34853	41154	-6786	54957	-93	383613	37832	-88	383619	44300	-90	383626	39628	-85	383633	
34706	40299	-10402	54957	-94	383673	37907	-89	383650	44300	-90	383657	39628	-84	383664	
31997	39207	-17334	55032	-93	383704	37870	-89	383680	44300	-90	383688	39591	-84	383695	
34576	40731	-9463	55032	-93	383704	37870	-89	383710	44338	-89	383717	39628	-84	383724	
32235	39282	-17103	54994	-94	383733	37945	-87	383740	44338	-89	383747	39628	-84	383754	
34790	40515	-10003	55069	-93	383762	37907	-88	383769	44338	-89	383775	39628	-84	383782	
32489	39532	-16251	54994	-95	383792	37907	-88	383799	44375	-88	383805	39591	-84	383812	
32451	39369	-16622	55032	-94	383850	37945	-87	383828	44300	-89	383835	39591	-84	383841	
35218	41263	-5114	55032	-94	383850	37945	-88	383856	44300	-89	383863	39553	-85	383870	
32192	39379	-16884	54994	-97	383881	37907	-88	383888	44375	-89	383895	39628	-84	383901	
34706	40299	-10402	54994	-95	383940	37907	-88	383917	44300	-89	383923	39628	-84	383930	
31832	39130	-17824	54994	-95	383940	37907	-88	383947	44375	-88	383954	39666	-84	383960	
32147	39249	-17219	54994	-96	383998	37945	-87	383975	44338	-89	383982	39628	-84	383989	
32192	39379	-16884	54994	-96	384028	37907	-89	384005	44375	-88	384011	39628	-84	384018	
32351	39416	-16579	54994	-96	384057	37907	-88	384035	44338	-88	384042	39591	-84	384048	
34511	40198	-11170	54994	-96	384057	37907	-88	384064	44338	-88	384071	39666	-84	384077	
35218	41263	-5114	55032	-94	384088	37945	-89	384094	44300	-88	384101	39553	-85	384108	
34584	40395	-10440	54966	-95	384150	37945	-89	384127	44384	-88	384134	39600	-84	384141	
34191	40689	-10649	54966	-94	384179	37907	-88	384157	44272	-88	384164	39638	-84	384170	
34599	40233	-10974	54966	-94	384179	37945	-88	384186	44309	-88	384193	39600	-84	384200	
32515	39439	-16430	55003	-95	384209	37945	-88	384216	44347	-88	384223	39600	-84	384230	
32348	39427	-16663	55003	-94	384267	37907	-88	384245	44347	-88	384252	39600	-84	384258	
32515	39439	-16430	55041	-93	384297	37945	-87	384274	44347	-87	384281	39600	-84	384287	
35561	41328	-2677	54966	-94	384327	37945	-88	384303	44309	-88	384310	39563	-84	384317	
34546	40295	-10914	54966	-94	384327	37907	-88	384333	44347	-89	384340	39600	-84	384347	
34860	40805	-8434	55003	-95	384386	37945	-88	384364	44309	-89	384370	39600	-84	384377	
34538	40287	-11064	55078	-94	384417	37907	-88	384393	44347	-89	384400	39638	-84	384406	
32649	39447	-16203	55078	-94	384417	37945	-88	384423	44272	-89	384430	39563	-84	384437	
35515	41364	-2730	55041	-96	384445	37907	-88	384452	44309	-89	384459	39600	-84	384466	
32595	39542	-16051	54966	-95	384475	37907	-88	384482	44347	-89	384489	39563	-84	384496	
32559	39561	-16092	55003	-95	384534	37907	-89	384511	44347	-89	384518	39563	-84	384525	
34860	40805	-8434	55003	-95	384563	37945	-88	384540	44309	-88	384547	39600	-84	384554	
31895	39097	-17828	54966	-95	384591	37907	-88	384569	44309	-89	384576	39638	-84	384583	
32453	39444	-16423	54966	-95	384591	37907	-89	384598	44309	-89	384605	39563	-84	384612	
32634	39577	-15859	55041	-95	384649	37907	-88	384627	44347	-89	384634	39563	-84	384641	
35235	41088	-6417	55041	-95	384649	37907	-88	384656	44347	-88	384663	39530	-84	384669	
32755	39648	-15712	54966	-94	384679	37945	-88	384686	44347	-89	384693	39567	-84	384699	
35535	41210	-4247	55003	-92	384708	37945	-87	384715	44347	-88	384722	39567	-84	384728	
32732	39674	-15618	55003	-92	384737	37907	-88	384745	44384	-88	384751	39567	-84	384758	
34654	40813	-9072	54928	-94	384767	37945	-88	384773	44347	-88	384780	39605	-84	384787	
32864	39648	-15657	54966	-95	384797	37982	-87	384804	44422	-88	384810	39605	-84	384817	
35006	41258	-6074	54966	-95	384857	37907	-88	384833	44384	-88	384839	39605	-84	384846	
33127	39844	-14620	54966	-95	384857	37945	-87	384864	44384	-88	384871	39530	-84	384877	
32867	39905	-14927	54966	-95	384915	37907	-88	384893	44497	-87	384899	39605	-84	384906	
34931	40593	-9148	54966	-95	384915	37945	-87	384922	44384	-88	384929	39567	-84	384935	
32596	39624	-15926	55041	-94	384975	37870	-88	384952	44384	-88	384959	39567	-83	384966	
33105	39870	-14761	55003	-95	385004	37945	-88	384981	44422	-88	384988	39567	-84	384995	
32891	39719	-15263	55003	-93	385033	37945	-88	385010	44384	-88	385017	39567	-84	385024	
32782	39766	-15557	55003	-94	385062	37945	-88	385039	44422	-88	385046	39605	-84	385053	
33037	39840	-14827	55003	-94	385062	37945	-88	385068	44422	-88	385075	39567	-84	385082	
32789	39601	-15684	54928	-95	385090	37945	-89	385097	44384	-89	385104	39567	-84	385111	
33119	39940	-14569	54966	-95	385147	37945	-88	385126	44459	-88	385132	39567	-84	385139	
32352	39399	-16634	54966	-95	385147	37907	-88	385154	44384	-89	385161	39605	-84	385168	
32511	39492	-16282	54966	-94	385205	37945	-87	385182	44384	-88	385189	39600	-84	385196	
33142	39939	-14493	55003	-98	385234	37945	-88	385212	44459	-88	385219	39563	-84	385225	
34519	40399	-10854	55003	-95	385265	37907	-88	385241	44422	-89	385248	39638	-84	385254	
34735	41037	-8228	54966	-93	385295	37982	-87	385271	44459	-88	385278	39675	-84	385285	
32420	39406	-16571	54966	-93	385295	37982	-88	385301	44384	-88	385308	39638	-84	385315	
33428	40233	-13583	54966	-95	385354	37982	-88	385331	44572	-89	385338	39600	-84	385345	
34584	40742	-9475	54966	-95	385354	37907	-88	385360	44422	-88	385367	39638	-84	385374	
32768	39703	-15566	54891	-94	385412	37982	-87	385389	44459	-88	385396	39638	-84	385403	
32980	39744	-15254	54891	-94	385412	38020	-87	385419	44422	-88	385425	39600	-83	385432	
32576	39642	-15981	54891	-94	385441	37945	-88	385447	44497	-87	385454	39638	-83	385461	
34740	40646	-9687	54891	-95	385500	37907	-88	385476	44459	-88	385484	39638	-83	385491	
34921	40705	-8737	54966	-94	385530	37945	-88	385507	44459	-88	385514	39563	-84	385521	
34486	40546	-10124	54928	-94	385561	37907	-88	385537	44459	-88	385544	39600	-83	385551	
32037	39266	-17310	54853	-93	385589	37907	-87	385567	44384	-87	385574	39638	-83	385581	
32382	39482	-16408	54853	-93	385589	37907	-88	385596	44422	-88	385603	39600	-84	385610	
32729	39672	-15711	54966	-93	385618	37945	-88	385625	44422	-88	385632	39600	-83	385639	
32709	39809	-15560	54928	-94	385676	37907	-88	385654	44459	-87	385661	39600	-83	385668	
32631	39711	-15887	54928	-94	385676	37945	-88	385684	44459	-88	385691	39628	-83	385697	
32631	39711	-15887	54891	-98	385736	37945	-88	385713	44459	-88	385720	39628	-83	385726	
31714	39188	-17868	54928	-94	385766	37870	-88	385744	44422	-88	385751	39666	-83	385758	
32710	39731	-15647	54928	-94	385766	37982	-87	385774	44535	-87	385780	39666	-83	385787	
32678	39681	-15778	54928	-94	385825	37945	-87	385803	44497	-88	385809	39628	-83	385816	
32711	39687	-15718	54928	-95	385855	37945	-87	385834	44497	-87	385840	39628	-84	385847	
32891	39813	-15199	54928	-95	385855	37945	-88	385862	44459	-88	385869	39591	-84	385876	
32724	39651	-15737	54928	-95	385885	37982	-88	385892	44459	-88	385898	39628	-83	385905	
32852	39699	-15404	54966	-93	385944	37982	-88	385921	44497	-88	385928	39628	-83	385934	
32360	39432	-16762	54966	-93	385944	37982	-87	385951	44422	-88	385958	39666	-83	385964	
32518	39670	-15861	54928	-93	386004	37907	-88	385981	44497	-88	385988	39628	-84	385995	
32264	39359	-16927	54928	-92	386034	37982	-88	386010	44422	-88	386017	39666	-83	386024	
32546	39695	-15892	54928	-92	386034	37907	-89	386041	44497	-87	386048	39628	-84	386054	
32950	39867	-14958	54853	-91	386094	37945	-87	386070	44497	-88	386077	39591	-84	386084	
34500	40321	-11174	54853	-91	386094	37982	-87	386100	44459	-88	386107	39703	-84	386114	
34355	40380	-11225	54919	-94	386156	37945	-88	386133	44497	-88	386140	39703	-84	386147	
32390	39635	-16351	54919	-95	386185	37916	-88	386162	44525	-88	386169	39666	-83	386176	
34342	40347	-11288	54994	-94	386215	37954	-87	386193	44488	-88	386200	39694	-83	386207	
32740	39771	-15638	54919	-96	386245	37954	-87	386223	44525	-87	386230	39657	-83	386237	
32632	39705	-15796	54919	-96	386245	37916	-88	386252	44488	-88	386259	39619	-84	386266	
35267	41481	-4256	54919	-94	386306	37879	-89	386283	44488	-88	386290	39694	-84	386296	
32655	39642	-15890	54957	-95	386335	37954	-88	386313	44450	-88	386320	39619	-84	386326	
32218	39435	-16937	54994	-94	386364	37954	-89	386343	44488	-88	386349	39694	-84	386356	
34513	41039	-9038	54994	-95	386396	37954	-88	386373	44488	-89	386380	39694	-84	386386	
34513	41039	-9038	54957	-93	386426	37954	-87	386403	44488	-89	386410	39694	-84	386416	
35273	41608	-3320	54994	-94	386455	37954	-88	386433	44525	-88	386439	39732	-84	386446	
32436	39538	-16452	54994	-97	386484	37991	-88	386462	44488	-89	386469	39694	-83	386476	
34997	41165	-7242	54957	-93	386516	37991	-88	386492	44525	-89	386499	39694	-83	386506	
33137	40108	-14461	54994	-96	386545	37991	-88	386523	44600	-89	386529	39657	-84	386536	
34755	41053	-8402	54919	-96	386575	37954	-88	386551	44525	-89	386558	39694	-84	386565	
35341	40712	-7849	54957	-95	386605	37954	-89	386582	44488	-88	386589	39769	-84	386596	
32227	39421	-17065	54957	-95	386605	37991	-89	386612	44525	-88	386619	39732	-83	386625	
32688	39740	-15830	55032	-95	386664	37991	-88	386642	44525	-87	386649	39694	-83	386656	
32151	39432	-17151	54957	-95	386694	37954	-90	386672	44525	-88	386679	39732	-84	386685	
32695	39753	-15834	54957	-94	386723	37954	-89	386701	44563	-87	386708	39675	-84	386714	
32715	39649	-15849	54994	-95	386752	37991	-88	386729	44450	-87	386736	39638	-84	386743	
32447	39574	-16424	54994	-95	386752	37954	-89	386759	44488	-87	386765	39675	-83	386772	
32716	39834	-15522	54994	-95	386782	37954	-89	386789	44563	-88	386796	39675	-83	386803	
32197	39510	-16822	54957	-95	386812	37916	-90	386818	44488	-89	386825	39675	-84	386832	
32716	39834	-15522	55032	-95	386871	37954	-89	386849	44563	-87	386856	39675	-83	386862	
34948	40658	-9319	55032	-93	386902	38029	-89	386878	44488	-87	386885	39675	-83	386892	
32010	39400	-17319	54994	-97	386931	37916	-89	386909	44488	-87	386915	39713	-84	386922	
33339	40115	-13982	54994	-97	386931	37991	-87	386938	44525	-86	386944	39600	-84	386951	
34747	40597	-9979	55069	-96	386959	37954	-88	386966	44488	-86	386973	39675	-84	386980	
32866	39878	-15363	55032	-94	387019	37991	-87	386997	44525	-86	387004	39675	-84	387010	
32768	39866	-15362	54994	-97	387048	37916	-88	387026	44525	-88	387032	39638	-84	387039	
32608	39641	-15863	55032	-93	387077	37954	-88	387055	44450	-88	387061	39638	-83	387068	
32494	39614	-16234	55032	-93	387077	37954	-89	387083	44488	-89	387092	39675	-83	387099	
32555	39630	-16094	54957	-91	387136	37954	-89	387114	44525	-88	387121	39675	-84	387128	
34621	40489	-10448	54957	-91	387136	37954	-87	387143	44488	-89	387150	39675	-83	387157	
34460	40448	-10629	54900	-90	387196	37954	-88	387173	44469	-89	387180	39638	-84	387187	
32644	39702	-15606	54900	-89	387225	37916	-88	387203	44469	-87	387210	39605	-84	387217	
32685	39528	-16004	54900	-90	387254	37991	-88	387232	44394	-89	387239	39605	-83	387246	
35182	41289	-5474	54975	-89	387285	38029	-87	387261	44469	-89	387268	39605	-83	387274	
33487	40144	-13572	54975	-89	387285	37991	-88	387292	44506	-88	387299	39567	-83	387305	
32816	39644	-15609	54900	-90	387314	37991	-88	387320	44431	-88	387327	39605	-83	387334	
32525	39743	-15997	54900	-90	387372	37916	-88	387350	44506	-88	387356	39643	-84	387363	
32141	39299	-17071	54938	-89	387401	37916	-88	387379	44431	-88	387385	39643	-83	387392	
32385	39469	-16565	54938	-89	387401	37954	-89	387407	44431	-89	387414	39643	-83	387421	
32793	39733	-15563	54900	-90	387458	37991	-88	387436	44506	-89	387443	39643	-83	387450	
32353	39446	-16667	54900	-90	387487	37954	-88	387465	44431	-88	387472	39643	-83	387479	
32826	39782	-15387	54938	-91	387515	37954	-88	387494	44469	-89	387501	39605	-83	387507	
32725	39555	-15993	54900	-94	387544	38029	-87	387522	44431	-88	387529	39643	-83	387536	
32659	39501	-16104	54900	-94	387544	38029	-88	387551	44431	-89	387558	39643	-83	387565	
32913	39810	-15203	54938	-92	387602	37954	-88	387580	44469	-88	387587	39605	-83	387593	
32861	39640	-15561	54938	-92	387602	37991	-87	387609	44431	-89	387616	39605	-83	387623	
34641	40368	-10576	54900	-92	387661	37991	-88	387637	44431	-89	387644	39643	-83	387651	
33108	39902	-14624	54975	-92	387690	37954	-88	387668	44469	-89	387674	39567	-83	387681	
34699	40473	-10313	54975	-92	387690	37954	-87	387697	44422	-89	387704	39643	-83	387710	
32983	39849	-15093	54975	-92	387750	37991	-88	387727	44459	-89	387734	39605	-83	387741	
35204	41083	-6763	54975	-92	387750	37991	-88	387756	44422	-89	387763	39567	-83	387770	
32205	39310	-17129	54975	-90	387809	37991	-88	387787	44422	-90	387794	39680	-83	387800	
34798	40472	-10036	54975	-90	387809	37991	-88	387816	44422	-89	387823	39643	-83	387830	
32846	39692	-15522	54863	-92	387839	38029	-88	387846	44497	-89	387853	39643	-83	387860	
32509	39415	-16475	54975	-92	387897	37991	-88	387875	44422	-89	387882	39643	-84	387889	
32867	39784	-15397	54975	-92	387897	37991	-88	387904	44497	-88	387911	39643	-83	387918	
34542	40323	-11087	54975	-91	387926	37954	-88	387933	44422	-89	387940	39680	-83	387947	
32978	39738	-15243	54938	-92	387956	37991	-88	387963	44459	-89	387970	39605	-83	387977	
34899	40686	-9053	54938	-91	387985	37954	-89	387992	44459	-89	387999	39605	-83	388005	
32360	39450	-16563	54938	-92	388015	37954	-88	388022	44422	-89	388028	39643	-83	388035	
32978	39738	-15243	54938	-92	388044	37991	-89	388050	44459	-89	388057	39605	-83	388064	
32744	39605	-15778	55013	-90	388072	37991	-88	388079	44459	-89	388085	39643	-83	388092	
32963	39873	-14998	54938	-92	388100	37954	-87	388107	44497	-89	388114	39605	-83	388121	
34651	40514	-10309	54975	-89	388161	37954	-88	388137	44459	-89	388144	39643	-83	388151	
33134	40025	-14478	55013	-91	388190	37991	-87	388168	44572	-88	388175	39643	-83	388181	
33091	40059	-14407	54975	-91	388220	37888	-89	388197	44497	-88	388204	39567	-83	388211	
35074	41162	-6887	54975	-91	388220	37926	-89	388226	44459	-89	388233	39605	-83	388240	
35623	41350	-2180	54975	-91	388252	37963	-88	388258	44422	-89	388265	39638	-83	388272	
32358	39464	-16639	54975	-90	388311	37926	-88	388289	44422	-89	388296	39638	-83	388302	
32162	39441	-16911	55013	-88	388340	37888	-88	388318	44422	-89	388325	39638	-83	388331	
34880	41235	-7092	54975	-89	388372	37926	-89	388349	44459	-88	388355	39638	-84	388362	
34762	40536	-9780	55013	-88	388402	37926	-88	388379	44422	-89	388386	39600	-83	388392	
32535	39717	-15998	54938	-89	388431	37888	-88	388409	44497	-89	388416	39638	-83	388423	
31993	39251	-17505	54938	-89	388431	37926	-88	388439	44422	-89	388445	39675	-83	388452	
34713	40454	-10331	54900	-89	388491	37926	-88	388467	44384	-89	388474	39638	-84	388481	
32072	39246	-17344	54900	-89	388491	37963	-87	388498	44422	-89	388505	39675	-83	388512	
34613	40372	-10740	54975	-91	388551	37926	-88	388528	44384	-89	388535	39638	-84	388542	
34613	40372	-10740	54975	-91	388551	37926	-88	388558	44384	-88	388565	39638	-83	388572	
34603	40515	-10309	54938	-91	388582	37888	-88	388588	44459	-87	388595	39638	-83	388602	
32600	39576	-16115	54938	-91	388612	37963	-88	388619	44459	-88	388625	39638	-83	388632	
35076	40897	-7916	54938	-90	388641	37963	-87	388648	44384	-89	388655	39638	-83	388662	
35016	41251	-6148	54975	-91	388702	37926	-88	388678	44384	-89	388685	39638	-83	388692	
32358	39464	-16639	54975	-90	388731	37926	-88	388709	44422	-89	388716	39638	-83	388722	
32014	39245	-17479	54975	-91	388759	37926	-87	388738	44422	-89	388745	39675	-83	388751	
34939	41225	-6978	54900	-92	388791	37963	-89	388767	44459	-89	388773	39675	-83	388780	
32207	39387	-16943	54900	-92	388791	37963	-87	388798	44459	-89	388804	39675	-83	388811	
35120	41448	-5329	54975	-91	388820	37926	-88	388828	44535	-89	388835	39675	-83	388841	
34525	40750	-9643	54938	-92	388851	37888	-88	388858	44459	-89	388865	39675	-83	388871	
32374	39404	-16797	54975	-90	388880	38001	-87	388888	44422	-89	388895	39675	-83	388901	
32155	39340	-17173	54938	-90	388910	37963	-88	388917	44422	-89	388923	39675	-83	388930	
32258	39318	-17062	54900	-89	388939	38001	-88	388948	44422	-89	388954	39675	-83	388961	
32296	39408	-16879	54938	-89	388999	37963	-88	388977	44459	-88	388984	39675	-83	388991	
32740	39721	-15666	54938	-89	388999	37963	-87	389006	44497	-88	389013	39638	-83	389020	
34137	40757	-10889	54938	-89	389060	37963	-88	389037	44422	-88	389044	39750	-83	389051	
32600	39576	-16115	54900	-89	389089	37963	-87	389067	44459	-88	389074	39638	-83	389081	
34546	40690	-9945	54900	-89	389089	37963	-88	389097	44422	-89	389104	39713	-83	389111	
32014	39245	-17479	54938	-89	389149	37926	-88	389127	44422	-89	389134	39675	-83	389141	
31958	39196	-17692	54938	-90	389178	38001	-88	389156	44422	-90	389163	39713	-83	389169	
32740	39721	-15666	54938	-90	389178	37963	-87	389185	44497	-89	389192	39638	-83	389199	
32017	39379	-17363	54938	-90	389238	37926	-88	389214	44497	-89	389221	39713	-83	389228	
34902	40520	-9272	54938	-90	389238	37963	-87	389245	44384	-90	389251	39713	-83	389258	
34349	40249	-11466	54975	-92	389300	37888	-88	389277	44422	-90	389284	39675	-83	389290	
32374	39404	-16797	54975	-92	389300	38001	-88	389307	44422	-90	389314	39675	-83	389321	
34496	41033	-9000	54938	-93	389360	37926	-88	389337	44422	-89	389343	39750	-83	389350	
34911	41283	-6596	54975	-93	389390	37926	-88	389367	44459	-89	389373	39675	-83	389380	
34537	40753	-9833	54975	-94	389421	37926	-88	389397	44422	-89	389404	39713	-83	389411	
32358	39464	-16639	54975	-94	389421	37926	-88	389427	44422	-89	389434	39638	-83	389441	
34939	41225	-6978	54975	-93	389450	37963	-88	389456	44459	-89	389463	39675	-83	389470	
32155	39340	-17173	54938	-95	389479	37963	-88	389487	44422	-89	389494	39675	-83	389501	
35460	41325	-4039	54975	-95	389509	37963	-88	389516	44422	-88	389523	39675	-83	389529	
34980	41206	-6712	54938	-97	389569	37926	-88	389546	44384	-88	389553	39675	-84	389560	
32155	39340	-17173	54938	-95	389598	37963	-87	389576	44422	-88	389583	39675	-83	389590	
31835	39193	-17796	55050	-97	389627	37888	-88	389605	44422	-89	389612	39675	-84	389619	
