Distanza: 25000.0
X [mm]	Y [mm]	Z [mm]	A0 	 RSS 	 Time 	 A1 	 RSS 	 Time 	 A2 	 RSS 	 Time 	 A3 	 RSS 	 Time 	 
15493	18754	-407	24666	-82	153519	17228	-80	153525	20333	-84	153532	9289	-79	153539	
15436	18783	-443	24666	-82	153562	17153	-81	153569	20370	-84	153576	9289	-79	153582	
15458	18752	-582	24629	-82	153607	17190	-81	153614	20333	-84	153621	9327	-80	153628	
15458	18773	-439	24666	-82	153651	17190	-81	153657	20370	-84	153664	9289	-79	153671	
15493	18754	-407	24666	-82	153693	17228	-80	153700	20333	-84	153707	9289	-79	153714	
15468	18783	-296	24704	-82	153735	17190	-80	153742	20370	-85	153749	9251	-79	153755	
15468	18767	-377	24666	-82	153777	17190	-80	153783	20333	-85	153791	9289	-79	153798	
15468	18767	-377	24666	-82	153819	17190	-80	153825	20333	-85	153832	9289	-79	153839	
15503	18764	-255	24704	-82	153862	17228	-81	153869	20333	-85	153876	9251	-79	153882	
15459	18764	-370	24629	-82	153905	17228	-80	153912	20370	-84	153920	9289	-79	153926	
15486	18781	-287	24704	-83	153948	17190	-80	153955	20333	-84	153961	9289	-79	153968	
15529	18737	-472	24666	-83	153991	17265	-80	153998	20295	-85	154005	9327	-79	154011	
15530	18765	-410	24694	-83	154036	17256	-80	154042	20328	-85	154049	9322	-79	154056	
15490	18785	-390	24657	-83	154080	17256	-80	154087	20399	-85	154094	9322	-79	154100	
15495	18794	-335	24694	-83	154125	17219	-80	154132	20366	-85	154140	9322	-79	154147	
15476	18794	-419	24694	-83	154171	17181	-80	154178	20361	-85	154185	9322	-79	154192	
15495	18770	-394	24657	-83	154214	17256	-80	154220	20366	-84	154227	9322	-79	154234	
15544	18800	-409	24732	-83	154260	17256	-81	154267	20366	-85	154274	9359	-79	154281	
15488	18800	-420	24694	-83	154304	17219	-80	154311	20403	-84	154318	9322	-79	154325	
15470	18793	-433	24657	-83	154349	17219	-80	154356	20403	-84	154363	9322	-79	154370	
15453	18775	-534	24657	-83	154394	17181	-81	154401	20366	-84	154408	9322	-79	154415	
15470	18793	-433	24657	-83	154434	17219	-80	154441	20403	-84	154447	9322	-79	154454	
15470	18793	-433	24657	-83	154472	17219	-80	154479	20403	-84	154485	9322	-79	154492	
15477	18817	-396	24694	-83	154511	17219	-80	154517	20441	-84	154524	9322	-79	154531	
15479	18777	-450	24657	-83	154552	17219	-81	154559	20366	-84	154566	9322	-79	154573	
15473	18768	-384	24657	-83	154592	17219	-80	154599	20366	-84	154606	9284	-79	154612	
15501	18767	-441	24657	-83	154636	17256	-80	154642	20361	-84	154649	9322	-79	154656	
15469	18810	-403	24694	-83	154681	17181	-81	154688	20399	-84	154695	9322	-79	154701	
15463	18819	-331	24694	-83	154723	17181	-80	154730	20403	-84	154737	9322	-79	154743	
15451	18851	-449	24694	-83	154769	17181	-80	154776	20478	-84	154782	9359	-79	154789	
15499	18821	-282	24732	-83	154815	17219	-80	154821	20403	-84	154828	9322	-79	154835	
15477	18817	-396	24694	-83	154860	17219	-80	154866	20441	-84	154873	9322	-79	154880	
15470	18793	-433	24657	-83	154904	17219	-80	154911	20403	-84	154918	9322	-79	154924	
15453	18802	-319	24657	-84	154947	17219	-80	154954	20441	-84	154961	9284	-79	154968	
15496	18839	-285	24732	-83	154991	17219	-80	154998	20441	-84	155005	9322	-79	155012	
15467	18852	-250	24732	-83	155033	17181	-80	155040	20441	-84	155047	9322	-79	155053	
15487	18844	-415	24732	-83	155073	17190	-80	155080	20436	-84	155087	9359	-79	155094	
15498	18813	-299	24732	-82	155117	17190	-80	155124	20366	-84	155131	9322	-79	155137	
15448	18807	-454	24657	-82	155162	17190	-80	155169	20399	-85	155176	9359	-79	155182	
15444	18842	-367	24732	-83	155204	17115	-80	155211	20403	-84	155217	9322	-79	155224	
15466	18821	-401	24694	-82	155247	17190	-80	155254	20399	-84	155261	9359	-79	155268	
15452	18841	-402	24732	-82	155291	17153	-80	155298	20441	-84	155305	9322	-79	155311	
15445	18849	-405	24694	-82	155334	17153	-80	155341	20436	-84	155348	9359	-79	155354	
15438	18824	-331	24694	-82	155376	17153	-80	155383	20403	-84	155389	9322	-79	155398	
15481	18842	-449	24732	-82	155419	17190	-81	155427	20441	-84	155434	9359	-79	155441	
15438	18824	-331	24694	-82	155463	17153	-81	155470	20403	-84	155477	9322	-79	155484	
15462	18818	-318	24694	-83	155508	17190	-81	155514	20403	-84	155521	9322	-79	155528	
15456	18830	-456	24694	-82	155552	17153	-81	155558	20403	-84	155565	9359	-80	155572	
15479	18841	-240	24769	-82	155594	17143	-81	155600	20370	-84	155607	9322	-79	155614	
15504	18799	-349	24732	-82	155637	17181	-81	155644	20333	-84	155650	9322	-79	155657	
15522	18805	-457	24732	-82	155679	17219	-81	155687	20370	-84	155694	9359	-79	155701	
15502	18803	-421	24694	-83	155724	17219	-81	155730	20370	-84	155737	9359	-79	155744	
15477	18793	-438	24694	-83	155765	17181	-80	155772	20333	-84	155779	9359	-79	155787	
15487	18819	-305	24732	-83	155812	17181	-80	155818	20370	-84	155827	9322	-79	155833	
15453	18795	-282	24694	-82	155856	17181	-81	155863	20370	-84	155869	9284	-79	155877	
15480	18788	-250	24694	-83	155900	17219	-80	155907	20370	-83	155914	9284	-79	155920	
15454	18778	-520	24657	-83	155942	17181	-80	155949	20370	-82	155956	9322	-80	155962	
15469	18764	-428	24657	-83	155987	17219	-80	155994	20370	-83	156001	9284	-79	156007	
15320	18758	-1170	24732	-82	156031	17219	-80	156037	20408	-84	156044	9284	-79	156051	
15474	18812	-326	24694	-82	156071	17219	-80	156077	20408	-84	156084	9322	-79	156091	
15425	18804	-353	24657	-82	156112	17153	-81	156119	20399	-83	156126	9289	-80	156133	
15287	18726	-1170	24694	-82	156155	17190	-80	156162	20441	-83	156169	9251	-79	156176	
15433	18814	-428	24657	-82	156200	17153	-80	156207	20403	-83	156214	9327	-80	156221	
15453	18768	-465	24657	-82	156243	17190	-80	156250	20366	-83	156257	9289	-79	156264	
15445	18771	-265	24657	-82	156286	17190	-80	156293	20366	-84	156299	9251	-79	156306	
15468	18781	-398	24657	-82	156330	17228	-81	156337	20403	-83	156343	9289	-79	156350	
15438	18804	-409	24694	-82	156371	17153	-80	156378	20399	-84	156386	9289	-79	156393	
15427	18778	-313	24657	-82	156415	17153	-81	156421	20366	-84	156428	9251	-79	156435	
15464	18776	-323	24694	-82	156459	17190	-80	156465	20366	-84	156472	9251	-79	156479	
15406	18823	-519	24657	-82	156500	17190	-80	156507	20399	-84	156514	9251	-80	156521	
15459	18771	-420	24657	-82	156542	17190	-81	156549	20361	-84	156555	9289	-79	156562	
15432	18737	-278	24619	-83	156585	17190	-81	156592	20328	-84	156599	9214	-79	156606	
15469	18764	-428	24657	-83	156629	17219	-81	156636	20370	-84	156643	9284	-79	156650	
15460	18755	-382	24657	-83	156672	17219	-80	156679	20370	-84	156686	9247	-79	156693	
15469	18764	-428	24657	-82	156714	17219	-80	156721	20370	-84	156728	9284	-79	156735	
15483	18764	-434	24657	-82	156758	17219	-81	156765	20333	-84	156772	9322	-79	156779	
15464	18741	-427	24619	-82	156801	17219	-81	156807	20333	-84	156814	9284	-79	156821	
15498	18773	-312	24694	-83	156842	17219	-81	156849	20333	-85	156856	9284	-79	156863	
15510	18746	-397	24694	-83	156884	17219	-80	156890	20295	-85	156897	9284	-79	156904	
15459	18773	-423	24657	-83	156928	17181	-80	156935	20333	-85	156942	9322	-79	156948	
15472	18715	-542	24619	-83	156970	17219	-81	156976	20295	-84	156983	9284	-79	156990	
15449	18755	-427	24657	-83	157011	17143	-80	157018	20295	-84	157024	9284	-79	157031	
15453	18754	-454	24619	-83	157053	17219	-80	157060	20370	-84	157067	9284	-79	157073	
15440	18751	-429	24619	-83	157096	17181	-80	157102	20333	-84	157109	9284	-79	157116	
15457	18763	-284	24629	-83	157138	17247	-80	157144	20399	-85	157151	9251	-79	157158	
15424	18725	-496	24554	-83	157181	17247	-81	157187	20399	-85	157194	9251	-79	157201	
12852	16764	-5341	24554	-83	157181	17247	-81	157231	20324	-84	157238	9214	-79	157245	
15258	18685	-1163	24591	-83	157269	17247	-80	157275	20441	-84	157282	9214	-79	157289	
15376	18724	-400	24516	-83	157312	17209	-80	157319	20403	-83	157325	9214	-79	157332	
15422	18705	-521	24554	-83	157354	17209	-81	157360	20328	-83	157367	9251	-79	157374	
15431	18720	-423	24554	-83	157395	17247	-81	157403	20366	-84	157409	9251	-79	157416	
15396	18737	-561	24554	-83	157438	17247	-80	157445	20366	-83	157452	9176	-78	157459	
15446	18725	-312	24591	-83	157481	17247	-80	157488	20366	-83	157495	9214	-79	157501	
15416	18668	-541	24516	-83	157525	17247	-80	157531	20324	-83	157538	9214	-79	157545	
15402	18712	-451	24554	-84	157567	17209	-80	157574	20366	-83	157581	9214	-79	157588	
15387	18705	-442	24516	-84	157610	17209	-81	157617	20366	-83	157623	9214	-79	157630	
15461	18717	-412	24619	-84	157653	17209	-80	157659	20291	-83	157666	9247	-79	157673	
15442	18714	-351	24582	-84	157695	17247	-80	157702	20361	-83	157709	9209	-79	157716	
15445	18732	-366	24582	-84	157739	17247	-80	157746	20366	-83	157753	9247	-79	157760	
15241	18622	-1405	24544	-84	157782	17247	-80	157789	20366	-83	157796	9247	-79	157803	
15437	18771	-630	24619	-84	157825	17247	-80	157832	20361	-84	157839	9247	-79	157846	
15306	18609	-1387	24582	-84	157866	17284	-80	157873	20366	-83	157880	9247	-79	157887	
15389	18773	-649	24582	-84	157906	17209	-80	157913	20366	-83	157920	9247	-79	157927	
15431	18740	-493	24582	-84	157949	17209	-81	157956	20366	-84	157963	9284	-79	157970	
15422	18753	-536	24619	-84	157992	17172	-81	157999	20366	-84	158006	9284	-79	158013	
15452	18735	-354	24619	-84	158036	17209	-80	158042	20328	-83	158049	9247	-79	158056	
15423	18717	-324	24582	-84	158080	17209	-80	158087	20328	-84	158093	9209	-79	158100	
15317	18630	-1334	24619	-84	158121	17247	-80	158128	20366	-84	158135	9247	-79	158142	
15435	18720	-312	24591	-84	158166	17219	-81	158173	20328	-85	158180	9214	-79	158187	
15405	18744	-293	24591	-84	158209	17181	-80	158215	20366	-84	158222	9214	-79	158229	
15403	18715	-485	24554	-84	158252	17181	-81	158259	20328	-84	158266	9251	-79	158272	
15411	18746	-326	24629	-84	158296	17143	-80	158302	20328	-84	158309	9214	-79	158316	
15412	18728	-419	24554	-84	158338	17219	-80	158345	20366	-83	158352	9251	-79	158359	
15382	18741	-523	24554	-84	158382	17181	-81	158389	20403	-83	158396	9251	-79	158403	
15413	18747	-421	24591	-84	158425	17181	-80	158432	20366	-83	158439	9251	-79	158445	
15256	18625	-1371	24591	-84	158466	17219	-80	158473	20361	-84	158479	9214	-79	158486	
15394	18729	-498	24554	-84	158505	17181	-81	158512	20366	-83	158519	9251	-79	158526	
15409	18739	-432	24554	-84	158549	17219	-81	158556	20399	-84	158562	9251	-79	158569	
15366	18735	-389	24554	-84	158592	17143	-81	158599	20366	-84	158606	9214	-79	158613	
15387	18727	-371	24554	-84	158634	17181	-80	158641	20366	-84	158648	9214	-79	158655	
15399	18741	-552	24582	-84	158676	17143	-80	158683	20333	-85	158691	9284	-79	158698	
