Distanza: 50200.0
X [mm]	Y [mm]	Z [mm]	A0 	 RSS 	 Time 	 A1 	 RSS 	 Time 	 A2 	 RSS 	 Time 	 A3 	 RSS 	 Time 	 
29672	36304	-12846	2774695935	8192	4294903809	0	0	1705985	0	0	1705985	0	0	1705985	
Err	Err	Err	49778	-84	346982	0	0	1705985	0	0	1705985	0	0	1705985	
Err	Err	Err	49778	-84	346982	33165	-85	346989	39835	-84	346996	0	0	1705985	
Err	Err	Err	49778	-84	346982	33165	-85	346989	39835	-84	346996	34338	-81	347003	
Err	Err	Err	49778	-84	346982	33165	-85	346989	39835	-84	346996	34338	-81	347003	
Err	Err	Err	49778	-84	347013	33165	-85	346989	39835	-84	346996	34338	-81	347003	
Err	Err	Err	49778	-84	347013	33165	-85	346989	39835	-84	346996	34338	-81	347003	
Err	Err	Err	49778	-84	347013	33165	-85	347020	39835	-84	346996	34338	-81	347003	
Err	Err	Err	49778	-84	347013	33165	-85	347020	39872	-84	347026	34338	-81	347003	
Err	Err	Err	49778	-84	347013	33165	-85	347020	39872	-84	347026	34338	-81	347003	
Err	Err	Err	49778	-84	347013	33165	-85	347020	39872	-84	347026	34300	-81	347033	
31470	37321	-6191	49778	-84	347013	33165	-85	347020	39872	-84	347026	34300	-81	347033	
Err	Err	Err	49778	-84	347013	33165	-85	347020	39872	-84	347026	34300	-81	347033	
Err	Err	Err	49741	-85	347043	33165	-85	347020	39872	-84	347026	34300	-81	347033	
Err	Err	Err	49741	-85	347043	33165	-85	347020	39872	-84	347026	34300	-81	347033	
Err	Err	Err	49741	-85	347043	33203	-85	347050	39872	-84	347026	34300	-81	347033	
Err	Err	Err	49741	-85	347043	33203	-85	347050	39835	-85	347057	34300	-81	347033	
Err	Err	Err	49741	-85	347043	33203	-85	347050	39835	-85	347057	34338	-81	347064	
31766	37742	-2194	49741	-85	347043	33203	-85	347050	39835	-85	347057	34338	-81	347064	
Err	Err	Err	49778	-84	347073	33165	-85	347080	39835	-85	347057	34338	-81	347064	
Err	Err	Err	49778	-84	347073	33165	-85	347080	39872	-84	347087	34338	-81	347064	
Err	Err	Err	49778	-84	347073	33165	-85	347080	39872	-84	347087	34338	-81	347094	
29815	36551	-12281	49816	-84	347102	33165	-85	347080	39872	-84	347087	34338	-81	347094	
Err	Err	Err	49816	-84	347102	33240	-85	347109	39872	-84	347087	34338	-81	347094	
Err	Err	Err	49816	-84	347102	33240	-85	347109	39797	-84	347116	34338	-81	347094	
Err	Err	Err	49816	-84	347102	33240	-85	347109	39797	-84	347116	34338	-81	347094	
Err	Err	Err	49816	-84	347102	33240	-85	347109	39797	-84	347116	34300	-81	347123	
30094	36483	-11760	49816	-84	347102	33240	-85	347109	39797	-84	347116	34300	-81	347123	
Err	Err	Err	49816	-84	347132	33240	-85	347109	39797	-84	347116	34300	-81	347123	
Err	Err	Err	49816	-84	347132	33240	-85	347109	39797	-84	347116	34300	-81	347123	
Err	Err	Err	49816	-84	347132	33240	-84	347139	39797	-84	347116	34300	-81	347123	
Err	Err	Err	49816	-84	347132	33240	-84	347139	39797	-84	347116	34300	-81	347123	
Err	Err	Err	49816	-84	347132	33240	-84	347139	39835	-84	347145	34300	-81	347123	
Err	Err	Err	49816	-84	347132	33240	-84	347139	39835	-84	347145	34338	-81	347152	
31689	37718	-3199	49778	-84	347163	33240	-84	347139	39835	-84	347145	34338	-81	347152	
Err	Err	Err	49778	-84	347163	33240	-85	347170	39835	-84	347145	34338	-81	347152	
Err	Err	Err	49778	-84	347163	33240	-85	347170	39835	-84	347145	34338	-81	347152	
Err	Err	Err	49778	-84	347163	33240	-85	347170	39835	-84	347177	34338	-81	347152	
Err	Err	Err	49778	-84	347163	33240	-85	347170	39835	-84	347177	34375	-81	347184	
29741	36409	-12792	49778	-84	347163	33240	-85	347170	39835	-84	347177	34375	-81	347184	
Err	Err	Err	49816	-84	347193	33240	-85	347170	39835	-84	347177	34375	-81	347184	
Err	Err	Err	49816	-84	347193	33240	-85	347170	39835	-84	347177	34375	-81	347184	
Err	Err	Err	49816	-84	347193	33203	-85	347199	39835	-84	347177	34375	-81	347184	
Err	Err	Err	49816	-84	347193	33203	-85	347199	39835	-85	347206	34375	-81	347184	
29638	36310	-13148	49816	-84	347193	33203	-85	347199	39835	-85	347206	34375	-81	347213	
Err	Err	Err	49816	-83	347221	33203	-85	347199	39835	-85	347206	34375	-81	347213	
Err	Err	Err	49816	-83	347221	33165	-85	347228	39835	-85	347206	34375	-81	347213	
Err	Err	Err	49816	-83	347221	33165	-85	347228	39835	-85	347206	34375	-81	347213	
Err	Err	Err	49816	-83	347221	33165	-85	347228	39797	-85	347235	34375	-81	347213	
Err	Err	Err	49816	-83	347221	33165	-85	347228	39797	-85	347235	34375	-81	347213	
Err	Err	Err	49816	-83	347221	33165	-85	347228	39797	-85	347235	34300	-81	347241	
29851	36473	-12242	49816	-84	347250	33165	-85	347228	39797	-85	347235	34300	-81	347241	
Err	Err	Err	49816	-84	347250	33203	-85	347257	39797	-85	347235	34300	-81	347241	
