Distanza: 45000.0
X [mm]	Y [mm]	Z [mm]	A0 	 RSS 	 Time 	 A1 	 RSS 	 Time 	 A2 	 RSS 	 Time 	 A3 	 RSS 	 Time 	 
25077	30079	-1051	0	0	9963521	0	0	1705985	0	0	1705985	0	0	1705985	
27991	33926	-4555	44807	-85	284260	28831	-86	284267	35510	-83	284274	29357	-83	284281	
27811	33790	-5738	44807	-85	284290	28794	-85	284297	35510	-83	284304	29432	-84	284310	
27886	33585	-6363	44807	-85	284320	28794	-86	284326	35473	-82	284333	29394	-83	284340	
28131	33683	-5239	44769	-85	284380	28831	-86	284355	35477	-83	284364	29319	-83	284371	
28303	34169	-359	44844	-85	284410	28794	-87	284387	35515	-83	284394	29357	-83	284401	
28257	33920	-4134	44807	-85	284440	28831	-86	284417	35477	-83	284424	29357	-83	284430	
28161	34022	-3556	44807	-85	284470	28869	-86	284446	35473	-83	284454	29432	-83	284460	
27760	33488	-6865	44807	-85	284500	28831	-85	284477	35473	-83	284483	29357	-83	284490	
28033	33612	-5911	44769	-85	284530	28869	-85	284506	35477	-83	284514	29394	-83	284521	
28198	34083	-2458	44769	-85	284560	28794	-86	284537	35477	-82	284544	29319	-83	284550	
27749	33527	-6933	44844	-85	284590	28831	-86	284567	35510	-83	284574	29394	-83	284581	
27986	34072	-4440	44844	-85	284620	28756	-86	284597	35473	-83	284604	29394	-83	284610	
28127	33641	-5543	44844	-85	284650	28869	-86	284627	35477	-83	284634	29357	-83	284640	
28257	33920	-4134	44807	-85	284680	28831	-85	284657	35477	-82	284663	29357	-83	284670	
28105	33699	-5269	44844	-86	284709	28831	-85	284686	35473	-82	284693	29394	-83	284700	
27995	33790	-5061	44844	-86	284709	28831	-85	284716	35473	-83	284723	29357	-83	284730	
27929	33516	-6631	44835	-85	284769	28831	-85	284746	35477	-83	284753	29432	-83	284760	
28270	33739	-4820	44835	-85	284799	28930	-84	284776	35506	-83	284783	29357	-83	284790	
28340	34084	-2457	44835	-85	284828	28855	-85	284806	35468	-83	284813	29394	-82	284820	
28278	33724	-4583	44797	-85	284858	28930	-85	284835	35468	-83	284842	29357	-83	284848	
28105	33716	-4971	44872	-85	284889	28817	-85	284865	35468	-83	284872	29357	-83	284879	
