Distanza: 20000.0
X [mm]	Y [mm]	Z [mm]	A0 	 RSS 	 Time 	 A1 	 RSS 	 Time 	 A2 	 RSS 	 Time 	 A3 	 RSS 	 Time 	 
12464	15015	-260	19714	-84	116166	16998	-81	116173	18096	-82	116180	4653	-78	116186	
12422	15008	-292	19676	-83	116207	16961	-81	116215	18096	-82	116222	4653	-79	116229	
12466	14980	-165	19676	-83	116248	16998	-81	116255	18058	-82	116261	4578	-79	116268	
12421	14985	-209	19676	-83	116288	16998	-81	116295	18096	-82	116301	4578	-79	116308	
12415	15009	-191	19714	-83	116327	16961	-81	116334	18096	-82	116340	4578	-79	116347	
12477	15016	-157	19714	-84	116367	16998	-81	116375	18096	-81	116381	4616	-79	116388	
12441	15015	-214	19639	-84	116407	16961	-81	116415	18096	-81	116421	4616	-79	116428	
12375	14999	-277	19639	-84	116448	16961	-81	116454	18133	-81	116461	4616	-79	116468	
12459	14998	-137	19714	-84	116487	16961	-81	116493	18058	-81	116500	4578	-79	116507	
12455	15020	-156	19676	-83	116526	16998	-81	116533	18133	-81	116540	4616	-79	116547	
12408	14977	-294	19639	-84	116565	16998	-81	116572	18096	-81	116579	4616	-79	116586	
12466	14980	-165	19676	-84	116605	16998	-81	116611	18058	-81	116618	4578	-79	116625	
12382	14954	-270	19601	-84	116644	16998	-81	116651	18096	-81	116658	4578	-79	116665	
12459	15017	-42	19704	-84	116685	16961	-81	116692	18096	-81	116699	4550	-79	116706	
12383	15000	-143	19667	-85	116725	16961	-81	116732	18133	-81	116739	4550	-79	116746	
12442	15027	28	19742	-84	116766	16961	-81	116773	18133	-81	116780	4513	-79	116786	
12394	14986	-175	19667	-84	116807	16961	-80	116813	18096	-81	116820	4550	-79	116827	
12436	14984	-56	19704	-84	116846	16998	-81	116853	18096	-81	116859	4513	-79	116866	
12427	14984	-218	19667	-85	116885	16998	-81	116892	18096	-81	116898	4588	-79	116905	
12429	14988	-143	19704	-84	116925	16961	-81	116932	18058	-81	116939	4550	-79	116946	
12453	14994	-88	19704	-84	116966	16998	-80	116973	18096	-81	116980	4550	-79	116986	
12496	14998	-42	19704	-84	117006	17036	-80	117013	18096	-80	117019	4550	-79	117026	
12474	15035	-20	19779	-83	117046	16961	-80	117053	18096	-81	117060	4550	-80	117066	
12476	15034	-74	19742	-84	117084	16998	-81	117091	18133	-80	117098	4588	-79	117104	
12438	15000	-195	19704	-84	117124	16998	-80	117131	18096	-80	117137	4588	-79	117144	
12447	15004	-177	19704	-84	117163	17036	-80	117170	18133	-80	117177	4588	-79	117183	
12512	14997	12	19742	-85	117203	17026	-80	117210	18067	-80	117217	4522	-79	117224	
12512	14983	-101	19742	-85	117245	17064	-81	117252	18067	-80	117259	4560	-79	117266	
12494	14987	27	19742	-84	117286	17064	-80	117293	18105	-80	117300	4494	-79	117307	
12575	15025	87	19779	-85	117326	17064	-80	117332	18067	-80	117339	4522	-79	117346	
12547	14952	12	19742	-85	117365	17101	-80	117372	18030	-80	117379	4494	-79	117385	
12531	15015	-22	19779	-84	117405	17064	-80	117412	18105	-80	117419	4560	-79	117426	
12571	14996	-26	19779	-84	117447	17101	-80	117454	18067	-80	117460	4560	-79	117467	
12591	15011	0	19779	-84	117489	17064	-80	117495	18030	-81	117502	4560	-79	117509	
12527	14947	-86	19742	-84	117529	17064	-81	117536	17992	-81	117543	4522	-79	117550	
12571	14996	-26	19779	-84	117571	17101	-80	117578	18067	-80	117585	4560	-79	117592	
12584	14956	-13	19742	-85	117612	17101	-80	117619	17992	-80	117625	4522	-79	117632	
12593	15014	81	19779	-84	117655	17101	-80	117662	18067	-81	117668	4522	-79	117675	
12628	14985	63	19817	-85	117697	17101	-80	117704	17992	-81	117711	4522	-78	117718	
12584	14993	-17	19817	-85	117739	17036	-81	117745	17983	-81	117752	4550	-79	117759	
12563	15008	-2	19817	-85	117778	17073	-81	117785	18058	-81	117792	4550	-79	117799	
12545	15007	70	19779	-86	117819	17036	-81	117826	18058	-80	117832	4513	-79	117839	
12546	14977	-79	19779	-85	117861	17073	-81	117868	18021	-81	117875	4550	-79	117882	
12487	14984	-114	19742	-85	117903	17036	-81	117910	18058	-81	117917	4550	-79	117923	
12477	14978	-142	19742	-85	117946	16998	-81	117953	18021	-81	117960	4550	-79	117966	
12464	14959	-90	19704	-85	117988	17036	-81	117995	18058	-81	118001	4513	-79	118008	
12476	14952	-113	19704	-85	118028	17073	-81	118035	18058	-81	118041	4513	-79	118048	
