Distanza: 60200.0
X [mm]	Y [mm]	Z [mm]	A0 	 RSS 	 Time 	 A1 	 RSS 	 Time 	 A2 	 RSS 	 Time 	 A3 	 RSS 	 Time 	 
37104	44461	-14610	60707	-95	453487	0	0	1705985	0	0	1705985	0	0	1705985	
37045	44452	-14825	60707	-95	453487	43057	-85	453494	49825	-82	453500	45229	-87	453507	
38268	44276	-12794	60744	-94	453515	43057	-85	453522	49900	-82	453529	45191	-87	453536	
37087	44500	-14748	60744	-93	453543	43095	-85	453550	49863	-82	453557	45266	-86	453564	
37976	43986	-14128	60669	-93	453600	43057	-85	453579	49900	-82	453586	45229	-87	453593	
38047	44150	-13567	60669	-93	453600	43020	-85	453607	49900	-82	453614	45191	-87	453621	
36828	44507	-15142	60707	-92	453628	43020	-85	453635	49900	-82	453642	45266	-87	453649	
38094	44048	-13809	60782	-91	453657	43057	-84	453664	49900	-82	453671	45229	-87	453677	
38316	44294	-12627	60782	-91	453685	43057	-85	453692	49900	-83	453699	45191	-87	453706	
38169	44114	-13523	60744	-94	453741	43095	-85	453720	49900	-83	453727	45229	-87	453733	
38169	44114	-13523	60632	-95	453769	43095	-85	453748	49900	-84	453755	45229	-88	453761	
38003	44031	-14007	60632	-95	453769	43095	-85	453776	49900	-84	453783	45229	-86	453790	
38168	44233	-13121	60744	-92	453825	43057	-85	453804	49900	-83	453811	45191	-87	453817	
38412	44244	-12495	60744	-92	453825	43132	-84	453832	49863	-84	453839	45191	-87	453845	
37230	44679	-14117	60744	-94	453853	43095	-85	453860	49900	-83	453867	45266	-87	453873	
37976	43986	-14128	60707	-95	453882	43057	-85	453889	49900	-83	453895	45229	-87	453902	
38230	44128	-13100	60707	-95	453910	43095	-85	453916	49863	-83	453923	45191	-87	453930	
37218	44635	-14108	60669	-95	453967	43057	-86	453944	49863	-83	453951	45229	-86	453959	
37893	43929	-14279	60669	-95	453995	43057	-85	453974	49900	-82	453981	45229	-87	453987	
37037	44482	-14576	60669	-94	454023	43034	-85	454002	49872	-83	454009	45229	-87	454015	
36897	44503	-14953	60669	-94	454023	42996	-85	454030	49872	-82	454037	45229	-87	454044	
37064	44570	-14407	60632	-95	454081	42996	-85	454059	49835	-82	454065	45191	-87	454072	
36868	44409	-15036	60707	-94	454111	43034	-85	454088	49835	-82	454095	45229	-87	454102	
38061	44046	-13687	60632	-93	454139	43034	-85	454117	49872	-83	454124	45191	-87	454131	
37011	44513	-14701	60632	-93	454139	43034	-84	454146	49872	-83	454153	45229	-87	454160	
37118	44635	-14202	60707	-92	454168	42996	-85	454175	49835	-83	454182	45191	-87	454189	
37934	43958	-14136	60707	-93	454199	42996	-85	454205	49872	-82	454212	45191	-87	454219	
37037	44482	-14576	60707	-93	454255	43034	-85	454233	49872	-83	454240	45229	-87	454247	
37131	44508	-14522	60707	-92	454283	43071	-85	454261	49835	-83	454268	45229	-87	454275	
38061	44046	-13687	60744	-92	454311	43034	-85	454290	49872	-83	454297	45191	-88	454304	
37461	44812	-13145	60744	-93	454340	43034	-85	454318	49872	-83	454325	45191	-88	454331	
37343	44751	-13572	60744	-93	454370	43034	-85	454349	49835	-83	454355	45191	-88	454362	
37343	44751	-13572	60744	-93	454370	43034	-85	454378	49835	-84	454384	45191	-88	454391	
37173	44636	-14107	60744	-93	454431	42996	-85	454409	49835	-84	454415	45191	-88	454422	
37343	44751	-13572	60744	-93	454431	43034	-85	454438	49835	-83	454445	45191	-88	454452	
37394	44783	-13193	60707	-92	454460	42996	-85	454467	49835	-83	454474	45154	-88	454481	
37281	44650	-13849	60707	-92	454490	43034	-85	454497	49835	-83	454503	45191	-88	454510	
36993	44354	-15217	60669	-92	454519	43066	-85	454525	49807	-83	454532	45229	-87	454539	
37180	44534	-14376	60707	-92	454549	43029	-85	454556	49807	-83	454563	45191	-87	454569	
37991	43892	-13987	60632	-92	454578	43029	-85	454584	49807	-82	454591	45154	-88	454598	
37916	43862	-14364	60669	-92	454606	43029	-85	454612	49844	-82	454619	45191	-88	454626	
38350	44257	-12627	60707	-92	454633	43066	-85	454640	49844	-82	454648	45154	-88	454655	
37425	44807	-13206	60707	-92	454662	43029	-85	454669	49882	-82	454676	45191	-88	454683	
38071	43947	-13840	60669	-92	454719	43029	-85	454698	49807	-82	454705	45154	-88	454711	
38064	43837	-14075	60669	-92	454749	43104	-85	454726	49807	-83	454733	45191	-88	454739	
38255	44186	-12773	60669	-92	454749	43066	-85	454755	49844	-83	454762	45154	-87	454769	
37059	44468	-14627	60632	-91	454777	43029	-85	454784	49807	-83	454790	45191	-88	454798	
37134	44398	-14762	60669	-92	454808	43104	-85	454815	49807	-83	454822	45229	-87	454828	
37154	44529	-14457	60707	-92	454838	43066	-85	454845	49844	-83	454851	45229	-87	454858	
37916	43862	-14364	60669	-92	454895	43029	-85	454874	49844	-83	454880	45191	-88	454888	
36921	44455	-15002	60744	-92	454924	43029	-86	454902	49844	-83	454909	45229	-88	454916	
38376	44252	-12456	60744	-92	454924	43066	-84	454931	49844	-83	454937	45154	-88	454944	
37014	44396	-14997	60707	-93	454952	43066	-85	454958	49807	-83	454965	45229	-89	454972	
37333	44727	-13587	60669	-94	455010	43029	-85	454987	49844	-83	454994	45191	-88	455001	
37133	44573	-14344	60669	-94	455010	43029	-85	455016	49807	-84	455023	45191	-88	455030	
38209	44208	-12992	60744	-94	455039	42996	-85	455047	49863	-84	455054	45154	-89	455061	
37250	44740	-13807	60744	-93	455099	43034	-85	455075	49900	-83	455082	45229	-88	455089	
37250	44740	-13807	60707	-92	455128	43034	-84	455105	49900	-83	455112	45229	-87	455119	
37373	44750	-13434	60744	-90	455157	43034	-85	455134	49863	-83	455141	45191	-88	455148	
38195	44226	-13072	60744	-92	455185	43034	-85	455164	49900	-83	455171	45191	-88	455178	
37261	44759	-13651	60744	-92	455216	42996	-85	455192	49863	-83	455199	45191	-88	455207	
37415	44792	-13170	60744	-92	455216	42996	-85	455222	49825	-83	455229	45154	-87	455237	
38289	44280	-12614	60744	-91	455245	43071	-85	455251	49900	-83	455258	45191	-87	455265	
37225	44616	-14105	60707	-91	455273	43071	-84	455279	49863	-83	455287	45229	-87	455294	
38130	44069	-13638	60782	-92	455302	43071	-84	455309	49900	-83	455316	45229	-87	455322	
37021	44765	-14060	60669	-92	455359	42921	-84	455337	49900	-83	455344	45191	-87	455350	
36717	44343	-15593	60782	-91	455388	42996	-84	455366	49825	-83	455372	45229	-87	455379	
37336	44709	-13535	60782	-91	455388	43034	-86	455397	49825	-83	455404	45191	-87	455410	
38270	44257	-12689	60744	-92	455447	43034	-84	455426	49863	-83	455432	45154	-87	455439	
38195	44226	-13072	60744	-93	455475	43034	-85	455454	49900	-83	455461	45191	-87	455468	
36952	44563	-14788	60744	-93	455475	43034	-85	455482	49900	-83	455489	45266	-87	455496	
36740	44478	-15216	60782	-92	455534	42959	-85	455511	49863	-84	455518	45229	-87	455525	
37014	44593	-14689	60791	-91	455562	43034	-84	455541	49900	-83	455547	45266	-87	455554	
